event_times,event_types,source_index
"[6.02121631,6.78564719,7.73509344,10.16095852,10.50266305,12.58433317,14.41368278,15.5230844,16.73466456,16.76690302,21.15870988,25.00484055,25.82274533,27.30102454,28.34518567,32.63875179,36.69174582,37.50368479,39.72614494,40.68298476,41.29624065,42.03064591,44.77914608,49.10296145,49.1843459,49.2696739,49.45590154,49.82432567,50.79943775,51.32475052,53.05816347,53.21439825,54.2105343,55.03638019,55.11818459,56.36888638,57.25257571,57.33470403,58.86686777,61.45147682,61.72132685,73.48129559,74.06930589,77.66560463,82.22653512,85.67147771,88.09178832,89.55934221,90.29064455,92.41989356,92.80615309,93.18235037,93.94284132,94.42634993,95.09709855,95.23720975]","[2,3,3,4,2,3,3,7,4,5,7,5,0,4,7,7,5,0,1,0,1,3,1,2,3,2,3,3,0,3,2,3,7,2,3,1,7,0,5,6,3,4,2,3,3,2,6,7,1,1,0,1,0,1,0,1]",26
"[2.31928625,11.4746536,14.21570213,14.69618186,22.67658647,22.97422567,25.16434099,25.51030197,25.84898748,26.06898655,26.11208994,28.24670063,28.40732648,28.73176557,33.15283708,33.83186003,34.24654315,35.36946005,36.34875636,36.83787756,37.04167303,37.45222434,37.75022881,38.46897781,39.84523889,39.93643151,40.28292199,40.51633486,40.5797688,40.99504883,41.08753499,41.19914715,41.34206949,41.41854537,41.47506024,41.66487633,42.09680769,42.32314296,42.54486395,42.9759694,43.19061892,43.214086,43.61405025,43.73694013,43.89639434,44.00604472,44.04047645,44.25241245,44.69907815,45.02465976,45.24995095,45.43076289,45.43573154,46.04399983,46.42366055,46.53406951,46.58715001,46.63438175,46.63732905,49.22593221,50.37953301,50.43739545,51.02760946,51.26745867,51.30729789,51.80991486]","[5,7,2,3,4,2,1,0,0,1,7,0,6,5,6,1,0,0,1,5,0,1,0,7,0,1,0,1,7,1,0,0,1,0,1,1,0,0,0,1,7,0,1,5,0,1,1,1,0,0,1,3,0,1,1,1,1,0,0,0,3,5,2,5,4,4]",27
"[9.7297938,9.86172825,9.96286007,10.58712689,10.89737727,10.97146596,11.6393903,11.97425627,12.51362363,13.04455037,13.7242191,14.41239205,14.60494438,15.02858462,15.15833763,15.22147959,15.40094079,15.72372196,16.3503345,16.5574208,17.15876575,17.33158141,17.83850055,18.72590932,18.73021614,20.27649421,20.60937283,20.67337984,21.47551148,21.62315642,21.65132023,23.02072851,23.27349183,24.91628154,25.23443747,26.02718636,26.22463386,27.34218998,27.43411236,27.80224429,28.34128836,28.41304595,28.71059728,29.20865539,30.07978142,31.52876822,31.54980126,31.61388622,31.81327388,32.00692274,32.16160284,32.29148885,32.74762423,33.34163975,33.37900776,34.52162256,34.85732629,34.93361317,35.61731176,35.83217993,35.89244671,35.90273011,36.41936022,36.84836526,37.07570178,37.42460063,37.45590094,38.00041488,38.16039465,38.60349924]","[2,3,2,4,4,3,1,3,0,2,0,1,1,0,1,1,0,1,1,0,7,3,1,0,4,7,1,0,0,0,1,0,1,1,0,6,7,1,1,5,0,0,1,1,7,1,1,0,1,0,1,0,1,2,0,1,0,1,0,0,0,3,1,0,0,1,2,3,0,1]",28
"[2.55299213,4.10543638,4.26301838,6.55761935,6.79385805,7.1466392,10.53780015,11.12623339,12.75305873,12.77509329,13.15359413,14.92744056,15.91373316,22.31276134,27.06653774,27.52614457,28.80293625,30.49295557,33.13655812,33.76783418,40.57681393,41.59831212,41.6481903,41.6670573,42.03280395,42.13388916,42.20882181,42.27260494,43.27435514,43.83665982,44.47668183,44.73117513,45.01074828,45.76549371,47.31728508,48.85271786,50.05723147,56.71087044,58.6685145,59.83128623,70.71313167,70.85545808,70.94413414,70.96256489,71.33934585,71.5399175,79.67458807,79.90491984,80.10429157,80.58815492,80.62699798,81.41148096,82.76565587,84.24785398,84.46065149]","[7,0,0,1,5,5,1,4,2,0,3,3,7,3,3,7,5,4,2,2,1,0,0,1,3,1,2,1,0,0,1,0,3,0,1,0,0,6,5,4,7,5,3,7,2,3,0,1,0,0,1,0,5,4,0]",29
"[0.02623945,1.42218328,9.64971072,9.9139262,13.01030565,13.60897856,14.01828147,29.03415885,30.2350661,30.6936687,38.6681927,42.19955677,42.37167776,42.73473181,43.56755672,43.77018524,43.9094401,44.36925337,53.91502049,56.8580166,65.21505545,68.76873883,68.85174005,68.85591118,68.91268305,69.1173045,70.10623605,70.35728256,71.70816527,71.77271276,72.78629676,73.77833371,73.92294217,74.29573226,75.75417402,75.90582093,81.77408208,83.32588088,83.39210559,83.94799983,84.01566681,85.4931385,86.71193678,91.34942423,93.00983309,116.87231581,132.98317142,134.17029964,134.92627889,135.68197931,136.57058531,137.1163129]","[0,7,3,2,4,2,3,5,3,4,3,2,0,5,4,3,4,3,5,2,0,6,1,0,5,1,3,2,5,6,1,5,3,3,0,4,1,3,7,1,7,0,1,1,6,5,1,0,0,1,0,2]",30
"[5.40507426,6.42683239,6.53180319,6.54125766,8.53400695,10.53456964,12.30879447,12.31245082,17.24572668,18.09320323,20.8768276,23.05613876,26.98005329,28.82209827,29.41525981,30.11024727,30.63148095,30.92355976,31.9154897,35.91657626,37.18317374,37.52840337,38.07379297,41.6928047,42.2363199,44.42227247,45.04279785,45.17370747,47.27640392,48.13032023,48.53838423,53.58237578,53.840727,69.7067159,73.73572717,83.81146646,83.9800419,84.55535419,94.75379863,95.36460552,95.43397774,95.98697835,97.09611521,99.04153478,99.18849496,99.80581381,99.95507222,100.4887343,100.6842464,100.70615593,100.74334925,101.34091797,101.89567991,102.73683871,103.00056319,103.01520983,103.07730947]","[6,6,3,1,2,2,7,3,0,1,1,5,1,0,5,1,0,0,1,0,2,3,3,7,2,3,5,2,3,5,5,1,2,3,3,3,2,5,1,0,1,0,1,0,1,7,0,1,1,0,0,1,0,1,0,0,1]",31
"[3.19742022,4.32973556,5.047394,5.07789639,5.25018714,5.4060559,6.02490425,6.27424058,6.35232633,7.37271297,8.49677562,12.11326681,13.84155039,16.73735188,17.92932396,20.45386322,20.6371923,23.61681034,24.17591231,24.45580794,24.49248021,24.66444585,26.75241148,27.65321087,27.69844516,27.81636458,27.91141281,30.44667675,32.67017262,35.36054566,35.81054875,37.3047092,38.0530147,39.04385746,39.17274894,41.46392583,41.46904251,41.81081445,43.03389165,47.30520598,48.93078486,49.75051161,51.26001031,67.17980957,71.30693236,73.5120649,74.11871497,74.29009832,78.4182102,80.18521448]","[2,3,3,1,2,0,2,6,3,4,5,1,0,7,1,0,1,7,0,1,0,1,5,4,2,3,2,4,0,6,7,1,0,0,5,1,3,3,7,0,5,2,2,1,1,4,3,2,7,2]",32
"[5.43381408,6.90800724,10.09475218,19.63471655,20.00816909,20.651414,21.3002817,23.21328346,23.8155355,24.58861087,24.62655382,24.74114301,32.36159162,34.27035223,36.2731567,36.6197626,39.16401015,42.23264994,44.30785651,52.10677678,54.21928132,58.37340187,63.53986571,63.86768796,65.47311337,66.25715883,66.30179432,66.41565576,67.02748222,69.70379059,69.73874905,70.95255223,72.69405587,72.90146659,73.4045543,74.29452927,77.56642369,82.21699687,91.59867986,91.84749321,97.72540895,99.55059439,100.44802534,101.33016653,101.85011266,101.86121807,103.73277172,109.83185911,118.08233277,124.41409662,124.77865574,128.64552547,128.6626427,128.96738605,129.28660507,129.32544041,129.61558186,129.88122238,129.93308912,130.08599969,130.17447477,131.42953554,132.80365642,133.45573881,135.83502338,136.15924826,136.82884548]","[7,7,2,2,7,4,4,6,5,5,6,5,4,2,3,2,3,7,0,5,5,0,0,1,6,0,1,6,0,1,7,7,1,5,0,1,0,1,6,2,3,3,0,1,0,3,3,6,7,3,2,2,2,7,3,0,3,1,1,0,1,1,6,0,2,1,0]",33
"[1.49878826,1.8567369,2.04135519,2.53901545,2.74947897,2.85093973,3.83026119,4.65256151,4.85462053,5.31642203,5.94830908,7.58625479,7.64371715,7.97694864,8.71203278,9.03082741,9.39587798,10.14900807,11.49822968,11.65643843,11.88624944,13.6699075,14.45884151,14.72585247,16.89406418,17.08873936,17.2064631,20.02175855,20.89724071,20.97097234,21.48268913,22.23043782,22.56458062,24.20099966,24.45047861,26.05989448,26.14116696,26.39284801,26.87302547,30.39739175,33.02540427,33.81760504,33.96525908,38.17086249,38.38047969,40.97386738,49.54625245,53.34067507,54.06835949,54.71681946,57.34103312,57.72175859,58.18047344,58.25358248]","[0,1,0,5,2,3,2,3,2,3,0,2,1,2,3,5,1,0,6,0,3,0,5,2,6,1,7,0,1,0,1,7,1,0,0,1,1,0,0,1,1,2,3,4,7,4,3,0,1,1,1,5,0,5]",34
"[4.2082043,6.23345101,8.22960239,10.37788314,14.72076329,16.56818651,16.98203456,17.11408592,17.42108702,17.51707718,17.69942543,18.95026245,20.27228886,20.34268386,20.41331817,20.73340988,21.77816225,23.22084517,23.93517146,25.1293532,34.71717608,38.89996513,43.94458169,45.08327698,45.96135234,46.35465459,47.51143695,48.17666351,48.20107887,48.44872269,49.15318041,49.58789051,49.784701,50.00569283,51.96532565,52.81857261,57.28327163,58.56948366,60.29964983,60.83383875,60.84415236,71.44798324,72.22969948,72.29118249,72.34353249,72.55037154,73.63446177,73.67985714,73.93935107,73.99190814]","[2,3,4,5,2,3,7,2,5,2,1,3,2,1,3,3,0,2,0,4,0,3,2,7,5,3,0,1,0,0,1,1,0,1,0,0,7,1,4,2,3,5,1,5,0,7,1,2,3,1]",35
"[1.76065851,1.82791317,8.11670276,8.93158749,19.73129358,21.02117021,24.36188376,25.14381151,26.69548832,28.58356013,29.96324696,32.73748386,33.32342723,34.90008943,34.98384501,35.34106027,36.15638521,36.80858004,36.87730839,37.49452731,37.88779596,38.41581284,39.22322836,39.23553922,43.55813064,44.39739729,44.62806112,44.7912102,45.63414729,46.27358566,57.08613266,63.71537327,63.74927963,66.69086138,72.88550104,73.11646972,73.64006515,74.17519694,78.88793837,79.28640616,80.21933407,80.58937718,80.89228065,80.9189771,83.01774146,83.14658939,84.46821105,88.23549488,91.99010412]","[5,7,5,3,1,4,3,4,7,0,1,1,5,5,3,2,3,4,0,3,2,3,3,3,1,2,2,0,3,2,7,6,4,1,7,5,4,2,1,0,5,5,5,1,0,2,5,6,3]",36
"[2.7883441,3.39571457,7.59450776,9.08341188,10.26017487,11.37367817,11.76284729,12.4621743,13.8216783,15.84937223,17.21214659,17.59577407,18.46365326,19.80962005,25.27831,25.29297926,30.36258926,33.13571823,33.4948941,33.73529171,34.14846226,34.99544361,36.63246721,37.37765234,37.93983755,38.00163581,42.10090527,46.30991774,46.69650254,49.68154587,53.32127124,53.35614941,53.84017361,54.77501965,55.69726529,56.08635438,56.40662538,56.49197141,56.52785661,56.98108972,57.11642414,57.36084271,58.78759342,58.80333261,60.52475841,61.73958356,62.22229644,62.38536401,63.52396683,65.93546452,66.07341323,66.39534756,66.45047116,66.94727185,67.03597023,67.0703334,67.32187613,67.90270219,68.3476731,69.04135745,69.19285359,70.1210759,70.29623523,70.67245355,71.06713564,71.87361462,72.27790775,73.21629666,73.52938136,74.18592825,74.41295575]","[4,5,0,4,1,5,0,2,3,6,3,3,0,7,1,0,4,2,7,3,3,3,2,3,3,4,0,3,5,5,0,1,1,0,0,1,6,1,0,0,5,1,0,6,2,1,1,0,2,1,0,1,1,0,1,3,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0]",37
"[1.87983502,7.85003758,8.79423544,18.23572676,19.12818678,20.75654159,21.25624525,22.08168319,22.22786035,23.37002277,24.80512118,28.4197791,28.52927035,33.13323358,35.09536764,35.28247995,35.32332162,37.14571004,37.15689546,37.88831935,38.26475069,38.92417578,39.50645088,47.91970988,48.29419212,49.42304233,51.49444332,68.24676625,69.94656555,74.53591381,83.40959119,84.99494613,90.9293102,92.69071997,100.10973114,100.75128389,105.82065936,107.2446319,107.99413623,111.22692226,111.88350706,112.80800149,114.59277502,115.27494078,116.65987212,117.95841905,118.45574264,120.07173643,125.08021165,126.59471005,126.75901603,127.24053536,127.45985149,128.64968179,131.22656515,132.08415411,133.06786868,135.3842007,135.44803369,137.93788562,139.23955055,139.60850931,140.97699689,143.1501029,145.84706127,147.64256801,147.69804376,149.41916171,149.94454784,159.49300578,160.01901208,166.55717451,173.74272914,173.81914469,174.2857353,175.07981129,176.69619635]","[1,0,7,4,1,3,0,1,0,1,0,5,0,3,2,3,2,2,3,3,7,3,2,2,7,3,1,0,0,3,7,2,3,5,7,1,6,1,3,7,0,7,1,0,1,0,5,6,7,1,0,0,1,5,0,1,0,2,3,2,7,5,1,0,1,0,5,5,1,1,6,3,1,0,1,0,6]",38
"[1.00978457,1.22779669,3.96197104,4.05198399,6.18077673,16.27125608,17.21611311,17.39164477,20.63794153,21.43166474,24.05169262,25.15274141,26.3000745,26.54981254,26.62976208,27.09663598,29.21491511,29.2693456,30.25015267,30.50147001,30.96430273,31.54873017,32.0008883,34.27172335,35.08998656,35.55116083,35.69698582,36.48224061,38.01957087,38.66640694,40.51881623,43.47998565,45.75882386,47.18434148,48.58192165,49.80118264,59.62792292,61.97584514,63.19035903,67.42737747,67.43858724,67.50484353,68.36961886,68.82398668,69.10755882,70.3954737,71.23195258,72.42448684,75.92249589,80.95390187,81.07692579,81.23884994,82.01018188,82.08521913,82.10114428,83.33019514,84.14771389]","[7,7,1,0,7,5,6,7,0,3,2,1,5,0,1,3,4,1,0,1,0,1,7,2,0,1,1,0,1,1,1,0,6,1,6,1,2,0,1,7,1,1,0,1,0,0,0,1,7,1,0,0,1,0,0,0,1]",39
"[2.60629496,10.10326969,10.11391733,10.78779331,11.54674799,11.8625066,12.44783881,13.6235485,13.77442734,14.69123006,14.9424429,15.03307239,15.04101594,19.19025011,20.0254986,20.57689394,20.70896606,24.85810497,31.6897001,40.74302553,40.98224518,47.2827916,48.9080869,51.26615153,51.36777958,51.86500653,51.94875028,52.14130169,52.7829652,54.26178179,54.68564277,54.7036986,55.03958109,55.0632835,57.63410512,61.11974654,65.81776441,66.31268017,73.53383491,76.64626151,78.23086025,79.32579378,79.71975958,84.59989343,87.10308169,89.40579896,89.62754201,99.52133724,99.54923984,99.87960226,100.04946468,100.40412286,100.55279255,101.83217095,106.11271559,107.35160122,108.04612531,108.4766988,108.50986116,108.78484366,108.8151493,109.3047349]","[5,1,3,2,3,2,2,3,3,2,3,3,2,3,2,1,4,3,4,0,3,7,5,1,0,0,1,6,1,1,0,0,0,0,2,5,2,3,7,1,0,5,1,0,0,5,3,2,3,2,3,3,5,7,0,1,0,0,1,5,0,0]",40
"[13.30805368,17.19081425,17.66125229,20.27777689,20.73573518,21.45201384,22.71565392,23.9005394,24.03553492,24.28644513,24.32118846,24.76756465,24.91908938,25.39486109,27.16665971,27.25921589,28.56391658,29.18102473,30.37769461,31.12323881,36.1075169,37.1758738,40.53811825,42.35369196,42.44231715,43.70568521,49.25767617,51.68778317,51.76185426,52.48377901,53.92447281,54.05230419,55.61956803,56.93847528,59.72703759,60.66005807,61.93651921,62.58226828,66.37255245,66.41510596,66.73002719,67.17743478,68.51133408,68.89786163,70.9938993,74.17735377,75.22981995,75.32049175,76.64978219,78.12149487,78.39676081,79.10928096,81.01980803,81.3951035]","[3,0,2,5,4,3,2,3,0,1,0,3,2,0,7,4,1,1,0,2,0,1,1,0,0,5,2,1,0,1,5,1,0,5,1,2,3,1,0,1,0,5,7,1,1,0,0,5,5,4,3,2,5,2]",41
"[0.69406768,2.97466613,5.76384679,6.89063729,7.31728431,8.02133977,8.42968245,10.28775523,10.96352219,12.13814222,13.00651199,13.14637967,13.58653313,14.35557726,16.09837909,23.38311291,29.05728919,39.59637151,41.06713346,41.52961979,43.07323707,48.88492191,51.03960193,51.10172186,51.18390083,53.7753976,55.0494278,61.37279618,61.58174622,66.73565722,68.09443334,69.22973094,74.96168715,75.66021234,76.04033015,83.42680911,83.80176767,84.69246521,84.89528493,85.62346905,86.15494545,86.29211925,86.78781368,87.36887294,87.82595435,88.55495634,88.74625358,92.1127797,95.91212234,101.41097515,103.53606078,107.17349861,107.18413739,109.50049408,109.61977888,109.62221708,109.78540835,109.80402744,109.97722877,110.69332304,110.92607766,111.31836524,113.00653257,113.38611436,113.90475388,115.75584374,115.82153817,117.84785307,118.19903398,120.5738019,121.3453696,124.42617776,131.20908638,132.73868692,133.50376319,143.63581236,143.72814682,143.78122831,144.90615785]","[1,7,7,6,2,1,3,1,3,2,3,3,2,3,3,1,4,7,5,7,6,7,1,2,4,2,2,0,7,1,3,1,2,3,2,2,0,1,6,0,1,1,1,0,0,1,0,2,5,5,3,4,0,1,0,1,0,4,1,0,0,1,1,0,1,1,0,1,0,0,1,4,5,6,7,7,2,2,3]",42
"[0.70741924,0.9868951,2.63673586,7.09381998,7.54168503,7.91819621,8.19187387,8.70922295,9.17040498,9.21512139,9.34471337,9.52933812,9.82154698,10.64193602,10.7009708,11.13587254,12.52297709,13.00771298,13.32601055,13.63988508,13.96132299,14.8697581,14.92809493,15.11084333,15.48044534,15.60416371,15.84961875,16.56299581,17.33315903,19.96039947,21.20596955,21.63250471,21.73648372,21.92306853,22.59045773,23.21172856,23.743754,25.83606993,26.14415238,26.9723654,30.63241734,31.12884476,32.5755665,35.98773078,36.06935237,36.17883715,38.80788556,41.86818934,42.7539133,44.03466393,44.88536334,47.20180679,53.61922171,53.78669168,58.75270716,59.53777341,59.99040549,59.99162447,60.29030978]","[4,6,0,1,0,1,1,0,0,1,2,5,7,0,1,2,1,7,6,0,1,1,0,0,0,1,1,1,1,0,1,1,0,4,1,0,0,0,4,1,1,0,3,3,2,2,7,1,3,2,1,5,0,1,7,2,3,1,0]",43
"[4.26023111,5.46790903,9.23875338,12.26560407,12.27613871,12.54811804,13.77484486,15.80310317,16.65173498,19.60305813,21.10190025,21.74319641,21.93317839,23.74484172,23.74538326,23.86552405,23.92373862,24.16425185,24.33212406,26.34791109,27.63092746,31.11860932,31.26581613,31.92024697,35.81763194,36.66683386,37.08665939,37.22788224,37.32351704,38.50408534,42.65868053,43.72767733,43.94047142,44.87666903,48.42436863,48.70766622,49.82613949,50.84480959,54.14374364,56.62531133,56.86822573,60.48688889,63.14009654,66.30808499,69.93668836,78.48617856,81.63070697,82.66610458,85.36860684,90.35658576,91.36561842,92.76598746,93.10326634,94.8640658,95.76649417,96.03899818,96.66544509,97.90201737,98.89896958]","[0,6,7,3,2,2,5,2,3,5,7,2,3,0,5,3,4,2,3,3,2,2,3,3,0,1,1,0,0,3,7,1,0,5,7,2,6,6,7,0,1,1,7,2,4,4,4,7,2,0,1,0,1,2,1,0,3,3,5]",44
"[2.58722376,2.63038692,4.27232428,4.81326318,5.31015445,8.16742513,8.42030088,8.88390861,9.48284944,11.13891764,12.77858462,13.03284169,13.7164062,16.74094287,18.34224382,19.10458883,19.15924561,20.67716434,21.36756245,21.65614487,23.20614658,24.35772743,24.54304869,27.8906509,28.04206412,28.11275897,28.21285141,29.42621967,29.97596811,32.02300656,32.68125942,34.1819899,35.40075164,36.17558545,37.93971252,41.33699682,41.59779281,42.36597188,42.50272776,43.88603304,44.62453445,47.70855054,48.13293293,49.05228758,49.15444554,49.1893447,53.20535307,53.91169966,53.9799473,54.3868144,56.54172582,56.55875051,59.06436468]","[4,3,3,2,3,1,3,0,3,1,2,4,1,1,2,0,1,0,1,0,3,4,1,2,3,7,3,5,5,4,2,3,3,3,2,3,3,1,1,1,0,0,1,2,1,3,0,3,4,1,1,1,0]",45
"[0.94104327,1.26528369,1.61258078,1.74421841,1.85665676,2.03753349,9.07048988,9.14484338,9.67871113,9.75117896,10.40876422,11.31909011,12.69460678,14.83264881,16.18785494,16.54328064,16.56937386,17.07132343,18.92709875,20.50650701,21.73916226,21.81696056,22.46886706,23.21899254,23.4301992,23.8846976,24.09205914,24.7640339,25.0101085,25.22921149,25.50682362,26.57595246,26.79394657,26.89022672,28.06246874,28.07972987,28.35560384,28.798271,28.92169139,28.94711709,29.53863144,29.637799,29.77833907,29.81768372,31.73373058,32.00548957,32.45101526,32.92293086,32.98102243,33.25228362,33.51921485]","[3,3,2,3,1,5,0,7,2,3,1,2,3,4,0,1,4,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,5,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1]",46
"[3.89374824,4.77932061,4.95010364,9.69288235,10.45844949,10.65337065,10.66917462,10.78346832,15.32317234,16.19481642,16.84484324,24.70467087,25.6795365,27.67851882,29.75237277,29.8023248,29.9447543,30.35125644,30.96840695,34.12926609,44.45415373,48.03911949,52.01442856,56.10806437,56.6338135,63.46121108,64.66896617,66.26595597,68.09915715,68.55489308,69.40572011,72.52163996,74.18150754,75.35159498,76.42071128,77.32776714,77.38174364,82.47068359,84.19314963,92.41514167,96.64217726,100.03301048,100.30777745,105.52188735,105.83085829,108.40407482,119.76371802,122.92954535,123.57956233,125.40154458,125.91391828,126.06262611,126.2128077,126.24996457,127.05627827,127.99477233,128.03940202]","[1,2,0,5,1,1,4,0,7,2,2,3,4,4,3,2,3,3,2,2,0,7,5,2,3,5,7,2,1,0,1,0,1,7,0,4,3,7,5,2,4,2,3,2,6,2,3,1,0,2,0,1,3,2,1,3,0]",47
"[6.63693847,7.44436565,7.59976966,8.28793652,10.87572777,14.85157496,15.05912177,16.76792847,17.09143058,17.24354294,17.87219731,18.003607,18.05870254,19.39102412,19.53761504,19.56118021,19.80213047,20.46500746,20.83704347,20.86775346,21.2985827,21.55079743,26.94344566,27.35701827,28.63124006,36.30665103,36.31938182,36.87406909,37.35794943,37.83121882,50.85858248,50.90931617,52.19237893,52.2755951,53.34089097,53.53500573,54.16874437,56.84066966,60.86727374,61.29535566,61.65831665,61.76506131,65.68037509,66.85407214,67.49413459,68.53428455,74.96284452,81.05780857]","[7,7,1,2,0,1,1,0,0,0,1,1,1,2,0,0,1,0,1,1,4,0,1,5,0,1,0,6,5,6,2,7,3,3,2,3,2,3,1,2,3,0,4,1,1,7,2,3]",48
"[2.80765467,7.0644793,8.1638322,8.27153246,9.14377081,10.11874774,10.16675428,10.19812645,10.87045204,10.94757336,11.78133936,12.00219475,12.55876003,15.08067723,15.23192834,17.06562523,17.14150346,17.75232816,18.6842623,19.95767967,20.35758015,20.506886,20.74691652,20.87974198,21.21345624,22.16087661,23.28427731,25.5368801,26.691315,28.26972405,29.34789606,35.25470804,39.52063585,44.52927634,47.09492674,47.22521491,47.45577776,48.61012462,53.03881422,53.33197019,55.29652239,66.54514759,71.97739097,72.60983108,73.48273414,73.88705212,73.92664971,74.42680023,74.63936558,74.94741635,75.98196326,75.9969341,76.53794317,76.57278511,77.07818069,77.44477109,77.55066429,77.74826278,78.65746884,79.19124946]","[7,7,1,0,1,6,2,0,0,0,5,1,5,1,4,7,4,1,0,7,2,3,2,3,2,3,3,2,7,6,5,0,0,2,1,3,2,7,7,2,3,6,6,7,3,1,0,1,5,0,1,0,1,0,1,0,1,5,0,0]",49
"[2.84101542,13.23940131,14.80280436,18.53170643,19.53776885,25.20283087,27.26036137,28.40880837,28.56767012,30.87626823,33.70136683,35.07695672,36.0022201,38.56276862,39.07225673,49.69826899,49.7781448,52.82490435,54.54911535,55.65399558,56.28327995,56.58257948,63.19634573,63.22353875,63.55260712,75.83706112,80.59893552,80.62151984,81.53494338,81.82185241,82.54768383,85.2050423,85.226815,85.46047531,85.72055806,87.25314907,87.61786312,92.01323479,100.22180126,101.46200657,105.0160207,107.43079636,109.05725853,109.82134796,110.78009173,110.78717713,111.0909436,111.35142729,112.68108855,112.72391921,113.66887996,114.07639682,115.60436607,116.12731878]","[4,1,6,7,5,6,4,3,3,5,5,5,7,2,3,5,2,1,7,2,5,3,1,0,4,0,5,3,3,2,4,1,0,7,3,3,1,2,3,7,2,4,3,6,0,7,1,1,1,2,1,3,2,3]",50
"[3.52349503,4.8800169,5.93715284,7.09356137,7.22929973,7.68872214,7.88114646,7.98151731,8.42177915,8.4446393,8.59486095,8.89433312,8.9745931,9.22694041,9.23553277,9.37214164,9.38480569,9.45086677,9.61392476,9.72183506,9.91207673,10.00685858,10.41869369,10.44675944,10.68054169,11.1277857,11.19333182,11.20286879,11.44950547,11.79951217,11.84480345,11.98471892,12.05545357,12.53929195,12.91744083,12.97455919,13.04393886,13.47335804,13.53580908,13.56690364,13.62647503,13.69656747,14.9047026,15.32311274,15.782825,15.78973372,16.32628599,16.63922233,16.91924615,20.72139289,22.64364216,22.83427764,36.91400027,37.57480967,37.84754187,41.21599846,41.51126662,45.19905527,45.30100739,46.43682258,47.83660362,48.42187803,50.91273562,52.39199724,53.14820186,53.2098415,55.78157015,56.08205595,56.65727912,58.06226373,61.039553]","[1,0,0,1,1,0,1,0,0,0,5,1,0,0,1,0,1,0,1,0,7,1,1,1,4,1,1,0,1,0,1,3,0,2,1,3,1,1,0,5,2,1,0,1,1,0,3,0,3,1,5,3,7,2,3,3,3,0,6,1,0,1,0,1,2,3,6,6,1,4,6]",51
"[13.9018376,15.42396871,16.36236162,16.74580097,21.64938808,21.79190349,22.25814489,26.31628774,30.43976901,30.47363464,30.59800912,31.84200936,34.7013882,38.64340376,39.19790658,42.11899673,44.04085695,44.38299852,44.54703246,44.58251634,44.87759155,45.48933071,45.51334237,46.11149634,46.41853691,47.26165586,47.57755298,48.05994017,48.34647569,48.73172004,49.64048407,51.13216958,51.16460847,52.03752435,52.22983766,52.32794398,52.65917073,52.76770195,53.0628186,53.75115806,55.69352104,56.48052478,68.39569338,76.57662547,82.5278544,83.82720983,88.48924542,90.77461283,90.94227114,96.32557291,97.47104103,98.85540342,100.00305734,100.93642839,100.96068169,101.82745447,102.30350032,102.39493446,102.68500803,104.48391516,105.1470778,105.73050779,105.75398781]","[3,2,2,3,3,3,0,0,2,5,1,2,0,1,2,0,1,1,0,1,0,0,0,0,1,5,0,1,0,0,1,0,1,1,2,0,3,1,2,2,0,1,7,1,1,7,7,4,2,0,3,1,0,0,5,2,1,0,1,0,1,1,0]",52
"[4.04244939,4.86527747,4.93571558,5.16532072,5.54604022,7.23886022,11.44140035,12.8448117,13.53340282,19.52652111,19.53868682,26.00312668,26.13070161,26.9873831,28.8842388,32.78166747,32.81272195,33.03265265,33.11791334,34.24874056,35.97755451,36.99816535,37.36551231,37.90010688,38.12978726,38.14141736,38.69638107,38.97978725,39.45813675,44.6055081,47.72287295,47.82945982,49.1006058,50.31812108,55.73781826,56.12320123,57.02758606,57.43661719,61.1753332,64.19218207,64.69302439,66.76438619,71.44623826,72.15427087,76.04809589,79.44167265,80.45319841,80.64343482,83.10413438]","[7,7,1,3,2,4,6,6,5,0,1,0,1,2,7,1,0,0,1,1,0,1,2,1,0,1,0,1,0,4,0,1,7,1,1,0,3,0,0,1,0,5,5,4,4,1,0,3,0]",53
"[6.88749565,9.71896167,13.93912631,17.00678857,22.54895995,27.8907861,30.01375936,31.06078181,33.4957619,33.56146682,34.3216162,36.21203575,36.36330581,37.61005852,38.37871557,41.64983864,41.85871608,42.15521169,44.90373051,48.43770344,48.47858707,48.73798728,48.99824211,49.15356477,49.36850195,49.50543073,49.59032927,50.41887346,51.0020537,51.20058903,51.51345747,51.83127595,51.87506143,52.79998099,52.9046115,53.53923279,53.75019744,53.89545646,54.63502951,54.97077219,55.01819872,55.22650866,55.42699527,56.35313975,56.65798454,56.69276969,57.09338902,57.31619428,57.4013772,57.44655281,57.55550888,59.06139346,59.76555358,60.00785458,61.77192283,62.66595238,63.3135177,66.90168135,67.56821666,70.49492946,73.84865844,74.00104819,74.20986574,74.81530095,75.19425611,77.34582551,89.34127631,93.31702142,94.85364312,108.90825458]","[4,7,4,0,5,5,3,5,6,1,1,4,0,4,1,0,5,1,6,1,0,1,0,0,0,1,1,0,4,0,7,5,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,7,7,2,1,3,0,3,4,2,5,2,1,6,1,2,1,5,3,3,5,4,5,5]",54
