event_times,event_types,source_index
"[4.47951674,8.81614474,9.50347253,38.36731041,38.78967423,40.88979869,49.88326089,68.12788241,72.23173708,74.51342607,81.17487948,81.23478989,81.26017879,82.57163141,83.08090383,83.44397211,85.59785666,86.0604208,86.16829015,88.36437822,100.44061513,108.22120073,109.19173492,110.87828685,114.17093363,114.48347666,114.58842349,114.61864815,115.09869421,115.10478937,115.90656689,116.95555734,118.40460929,118.56341455,120.27721333,121.92981625,125.35500289,131.10243918,131.1065385,132.32147197,132.45511246,134.55911641,135.14995234,135.47517589,136.27464985,136.33216351,136.59596312,136.94710556,140.51682033,152.01598856,152.31030465,152.50905139,153.0400137,153.31229733,155.10958775,159.24626263,161.82339868,163.07594774,163.36464459,170.21547545,172.69712507,174.96666453,175.54342095,177.17469189,178.78116066]","[4,3,5,7,4,6,2,5,6,3,0,1,1,3,0,1,5,1,0,4,7,2,2,3,3,2,3,2,3,3,4,2,1,3,1,3,7,1,1,0,5,1,0,1,1,0,0,1,0,2,3,3,2,3,4,2,3,2,3,5,2,3,1,2,5]",27
"[6.4750288,6.66914895,11.51434217,15.26736027,15.3383588,18.81905315,20.08635488,26.81821357,31.07044362,32.97940228,33.08946178,36.11225403,39.34998189,39.48293171,39.48905111,40.11412159,40.60558773,40.73101503,40.97922295,41.11129908,42.44094848,42.56757306,42.65660607,42.81128272,43.07173621,43.13221987,43.52433117,45.0775411,45.24887328,46.48355161,47.19524924,47.85512685,49.38737592,49.86769966,50.92644729,51.00391851,51.21188446,51.28785204,51.43288638,51.55489033,51.58149761,51.7588599,52.13559726,52.30506123,52.30531423,52.75694507,53.27314826,53.80786399,53.89344914,53.96003853,54.15088515,54.35324586,55.2281608,55.58274695,55.68776319,56.1735104,56.64901868,63.50784264,63.78625988,63.90064754,64.93916313,65.14392113,65.30067656,65.94390888,66.14031214,67.00833733,67.38110044,67.93659133,68.26062069,68.34555512,68.41674293,69.46419655,71.54233873,71.61124802,72.06853882,72.211978,72.8709241,76.24243049,77.58926867]","[7,3,7,1,0,5,7,4,0,6,1,6,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,5,0,1,1,1,1,0,4,1,1,1,0,5,0,1,0,7,1,0,0,0,1,0,1,1,1,1,1,0,0,2,0,1,0,3,1,0,0,6,0,4,1,3,0]",28
"[8.34696239,9.43296782,9.61785526,13.196861,13.28228596,13.59450881,22.37475745,25.50638022,25.64088762,26.72779532,26.86428944,28.67884657,28.9994177,29.86475272,29.91898849,30.65332321,30.73393837,34.9967588,39.09604022,39.1449529,39.66731656,40.93619386,41.20522187,41.77070597,46.2790752,50.42517809,53.63559148,53.87100052,54.93282813,57.18309774,59.27139215,63.34354923,63.41970804,63.59675982,64.40654059,65.7896402,66.45383567,70.03979591,71.88706849,81.20664781,82.79455922,83.06591765,84.05085374,86.81142297,89.73134517,90.08658224,90.16115597,90.46973124,91.06557972,95.70844894,96.95298647,98.84069127,100.69770636]","[4,6,1,7,2,7,0,2,3,1,2,1,0,0,2,1,5,4,5,6,2,3,2,2,6,4,2,3,3,1,1,2,0,0,1,0,2,4,5,2,7,1,6,1,0,1,3,2,2,1,3,2,4]",29
"[8.73519026,12.11469376,12.3212747,13.2358029,13.26730434,14.29271479,15.19822037,15.36669794,15.97678007,16.33520681,17.31693161,18.378331,23.15729251,24.35807824,25.91439281,26.53622417,27.88611895,28.48826588,29.76394193,30.3734041,32.88692284,33.55688618,33.58267493,41.57459975,42.25292643,42.53894093,44.51773273,44.98217329,45.01195586,46.65206117,49.22295742,49.55018384,50.02450869,51.65264635,51.99034059,52.62574969,52.80404833,53.15109255,53.39729173,53.82505634,54.16982501,54.5123433,55.92969646,56.47636472,57.88183445,58.00052034,58.38843691,60.13294963]","[3,2,7,2,3,2,3,0,3,3,7,2,0,5,1,2,0,5,3,5,2,2,3,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,6,2,0,6,1,7,0,1,1,0]",30
"[1.69469375,4.20487532,12.3946549,14.37651746,27.94318839,29.95453798,30.00493292,31.22056665,34.26606816,35.09204697,35.20912917,36.40628586,37.32872972,37.54630685,38.59108728,38.82616376,39.1250626,39.38370091,39.68077422,40.64497449,40.92389806,42.50613052,43.86463096,44.3008685,44.77782447,47.1300563,48.30970746,48.64915914,51.03858406,53.08346863,55.18605085,56.10965363,56.44822741,58.13540916,59.37683811,59.79638386,61.00859647,63.62282559,63.85597258,64.9392166,65.73734451,66.35012356,66.70256725,67.38547809,67.75435797,68.75004704,69.00746347,71.0725845,71.7001553,72.99936711,73.94743904,75.69972509,75.76072436,76.4048404,77.69971075,79.92765366]","[5,7,7,7,4,5,7,7,1,7,0,0,0,1,1,2,2,0,0,3,7,2,3,5,1,6,5,7,6,7,0,6,6,1,0,1,0,1,1,0,6,1,2,1,1,3,0,7,1,3,3,3,1,0,3,4]",31
"[2.55004789,3.22478606,5.24273138,5.57716488,6.13953362,7.76357995,10.96396673,11.37248629,12.80406606,13.61428805,15.51683124,15.66446227,15.68624805,16.19714509,17.08691918,17.67764096,19.86115586,19.86366182,19.8656991,20.47244833,20.49189287,21.12213741,21.14256242,21.57469985,21.67681037,21.94739265,21.97711436,22.01729817,22.0555231,22.46766484,22.5583166,22.65226613,22.66832267,22.7126366,22.80813608,22.85592153,22.89181877,22.91216933,22.95552873,23.21270493,23.39648388,23.44748052,23.75851684,24.12928566,24.98149289,25.13034593,25.21997882,25.27216018,26.12329606,26.1692468,26.94089685,26.97226729,26.97671675]","[1,7,0,1,5,7,3,1,0,1,0,0,1,1,1,7,0,1,2,1,1,1,0,1,0,0,1,0,0,0,0,3,0,1,5,0,1,0,3,1,7,0,1,0,0,1,1,5,0,5,1,0,1]",32
"[2.59112393,8.43403735,13.61837301,15.25372283,15.58995514,16.24671706,16.31408404,20.50726525,28.97863297,31.48994903,34.54166048,34.64368998,34.85748172,35.45476772,35.5360958,35.53792513,35.59191122,36.62610767,36.81110414,37.22436209,37.53186304,38.28259823,38.49457942,39.65771616,40.75846147,41.06198116,41.16512421,42.78212948,44.12682814,44.62924579,44.70800832,44.98495285,48.43307253,48.43539953,48.69758921,51.10311804,55.17663248,55.58504313,56.27087512,58.95822663,61.37758121,62.29511907,63.18195077,63.57695841,63.97436248,64.7286626,68.79932676,69.92949466,75.02536656,78.2848065,85.88173709,88.75512699,89.28692457,90.11002591,90.11889756,90.53078335,93.18864693,94.02937536,94.30471518,95.6452264,95.74797185,96.14368451,97.01953909,97.43635091,98.30081163,100.26229443,100.30320037,100.72060972]","[6,4,5,3,0,1,4,1,5,5,1,5,0,0,1,0,1,1,1,0,0,1,5,1,0,1,1,4,0,1,7,0,2,1,2,2,3,5,4,2,3,2,7,2,3,3,6,1,2,4,4,1,5,7,0,1,0,1,7,6,3,1,0,3,7,2,3,3]",33
"[2.30806604,4.0009476,4.42518296,5.67763773,7.03819121,9.0850281,9.42760511,17.38713565,17.88633363,20.16181647,20.33073214,21.73002716,21.79269145,22.2404091,22.64961383,23.87256768,26.40057203,35.72103053,36.08577336,36.57465808,37.5988542,38.54059695,38.71912533,38.72554958,41.91455852,42.13872667,43.02020813,43.32183873,43.58952945,44.86375681,47.37556992,48.37532454,48.60268289,49.0854165,49.10573298,49.17637037,49.56317159,50.1327319,50.1823493,50.39741545,50.60489193,50.62909222,50.94506938,50.9921815,51.01515321,51.4105032,51.76067877,52.27148975,52.7236846,53.74706556,53.79428498,53.8987548,54.06808482,54.24645494,54.25855378,55.16114021,55.98789186,56.23442869,56.78625876,57.29284387,57.65646624,58.38820126,59.72186294,60.58209111,62.05187724,62.59690506,64.79387843,66.89303091,69.31266057,70.029544,73.97388994,76.82599861,79.30541772,79.61172883,80.6722904,83.80911644,83.98137717,86.3023295]","[3,0,1,1,0,2,5,3,3,3,2,3,2,3,4,3,4,0,2,2,0,1,0,0,1,0,1,0,5,0,1,0,1,1,0,1,3,0,0,1,0,1,1,4,0,4,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,2,0,3,2,5,6,7,3,2,3,3,3,5,0,3,3,3]",34
"[0.55374814,11.35341056,11.89419738,13.25082448,13.69348623,14.16846539,14.45222076,14.60601607,14.60990127,14.73694561,14.75045255,14.89153028,14.97292352,15.47027071,16.41380475,16.57663528,17.21514688,17.24993433,19.01679884,19.61275208,23.20823555,28.71759093,32.55721448,33.35195074,34.78912813,36.32339747,38.53227469,39.03091476,39.4910301,42.48341817,44.25409844,45.59698823,49.13132667,49.82278324,50.92545797,51.97303238,52.2011681,52.85680131,53.09178413,53.18709194,53.45410557,55.27011181,55.30568313,55.77758251,55.84145009,57.15652857,57.26964529,57.80749337,57.9049602,58.10781787,58.68772451,59.55293123,60.51647907,64.3210117,64.38523643,64.47698673,64.66811833,65.30467617,66.5277759,67.16361827,67.94423512,68.34301863,69.75438663,70.78996123,71.4665478,71.86397885,71.90787652,74.10215719,75.41463357,78.33909113,79.48834365,80.10713043,80.11718504,80.17342906,80.29723107,80.74575967,81.69908766]","[7,0,3,2,1,3,3,6,0,3,1,0,2,3,1,0,1,0,1,1,1,5,4,3,2,2,4,5,2,3,1,5,2,3,2,1,1,6,3,2,2,1,3,3,0,5,4,1,2,3,0,1,0,0,7,2,1,1,3,4,2,3,2,0,2,3,6,2,5,1,0,1,0,0,5,0,1]",35
"[5.17556643,5.71484354,5.94525903,6.221285,6.99355189,16.93257306,17.62486613,18.35572528,21.73872543,23.51244455,24.47857092,25.18846921,25.37595354,26.58282941,27.00467601,27.01620292,27.38465667,28.75909834,29.32615789,29.53005149,29.58783656,29.990263,30.11717566,30.35715341,30.8251585,31.65744595,32.15975684,32.81183959,33.07919032,33.58636037,34.26169612,34.29948139,34.9599852,35.32458221,35.34511039,35.58224108,36.03265725,36.30833589,36.85547065,39.63508634,41.2378541,42.53608595,44.55933142,44.76015881,45.04507624,46.34946924,46.58317724,46.62478286,46.79713873,47.59660293,47.82064692,47.89532282,48.67227128,49.81374825,50.00693959,50.78591996,51.56321037,52.51030184,52.7715148,52.80609935,54.75981995,57.5841665,63.06397792,65.63038553,66.69956772,68.63806759,68.99466744,69.80122496,70.34074141,72.53074351,74.93421027,75.54738269,75.73300867,76.6101947,78.22763419]","[1,0,0,1,1,5,0,0,1,0,6,1,0,4,0,1,1,0,1,1,0,1,1,1,1,0,0,2,0,0,0,0,4,1,1,0,6,4,1,0,7,0,0,4,1,0,1,2,3,0,1,3,0,1,0,0,2,1,3,1,0,5,0,4,0,1,5,0,0,1,1,0,0,1,1]",36
"[2.25012485,2.99447159,3.5089765,3.7168895,3.73086232,3.99645568,4.38668453,4.61247362,4.74017063,5.33500274,5.85146762,6.70763443,7.0570653,7.09987177,7.87433378,7.8869508,8.40084534,8.99694774,9.89604482,10.06571664,10.32786911,10.3668756,10.67545642,10.70240955,10.8112192,11.01878436,11.04832544,11.54711143,14.13871766,14.45219636,16.35379064,17.35954102,23.08582017,29.00588849,36.20349103,38.06781421,38.65539207,44.58121312,46.70899006,47.16010207,48.16300486,48.51115617,53.51837188,53.71034404,55.20377048,57.76629205,58.94298547,59.16513224,59.27397064,61.01435114,63.64429738,64.47402014,65.00363177,65.02589596,65.23453683,66.05125748,66.69421058]","[2,3,2,3,3,2,2,3,2,0,3,3,1,7,3,3,2,0,3,1,1,0,3,0,2,3,0,2,4,1,0,5,2,1,2,7,5,7,2,3,7,3,3,2,7,1,2,0,1,3,5,6,2,1,0,1,0]",37
"[1.80383245,2.43529726,6.79479382,7.77015074,8.74047678,8.85680716,9.20773275,9.53019748,9.56478214,10.90896639,11.15166247,12.45168565,14.93166839,15.08966351,17.1131131,17.20427788,18.51720265,18.89879117,19.16965147,20.06156369,20.51901221,20.95393328,21.23125399,21.35986605,22.37648918,22.66528737,23.29850784,23.31419957,23.92239368,25.25506785,27.74320354,28.13635012,28.55655033,29.07216753,31.0814629,31.29763773,31.69220536,32.58511922,32.70299221,33.53652916,33.72011033,34.37709929,43.32319971,43.9941002,44.85388866,46.73538475,48.75290852,50.38030221,52.97999163,53.56507822,53.65621118,55.94201205,59.14519139,62.3028214,63.08161666,67.30052353,70.20392798,71.36659681,71.72245255,73.67420443,73.91065468,74.03001259,74.20209557,74.6927864,74.93811479,75.37674759]","[2,1,0,1,1,2,1,0,0,0,1,5,5,6,2,3,3,0,2,5,3,2,3,3,3,2,1,4,2,6,2,3,3,3,3,2,3,0,1,0,2,2,7,0,5,7,0,5,6,4,6,7,7,7,4,7,0,1,0,0,1,1,1,0,0,1]",38
"[6.10771849,8.82272298,10.24918619,13.92054254,16.12436943,18.99241291,19.04755325,21.29658332,23.18867326,23.65240664,30.74280594,33.10800158,34.02651938,35.81048242,36.37235743,37.25813172,37.4477184,38.43189582,39.05519811,40.55636051,40.57194664,41.64399123,42.05629473,42.29711057,43.56484176,62.38188143,64.0555406,64.60795939,64.71352395,65.27366404,67.77924834,68.13471142,69.0030495,69.06194596,69.3737423,70.81861725,72.97211896,76.01332916,78.5043842,80.54732583,85.2764788,90.6741406,95.20055583,99.62224498,101.41458904,103.15831124,104.84988495,106.05157425,106.86116804,107.00547603,107.25114024,108.27403466,109.30388038,111.17398728,113.2735099,113.47032388,113.51718712,113.56840105,114.73964785,115.47789038,115.51041873,116.15262234,117.27007099,119.28346198,119.64251854,120.79389837,120.82044652,120.91696348,121.02624032]","[1,1,1,0,2,6,0,1,5,2,5,0,1,1,2,1,3,3,1,0,1,0,2,1,2,0,4,7,7,7,2,3,2,2,4,3,0,0,7,0,7,0,3,7,5,5,4,2,3,2,3,3,3,2,2,2,3,3,3,3,2,2,4,7,3,2,0,3,2]",39
"[0.38332756,0.65510286,0.80329627,0.99921213,8.26857787,10.41264947,13.94203613,18.11386965,22.94972554,23.26348982,24.33973457,29.99012647,34.61165833,35.67146623,38.22579961,41.38660596,47.5243136,50.93091301,51.0851047,51.33650885,51.71618493,52.09501546,53.38805147,53.91190098,54.26372131,54.49092783,55.33110688,55.84958882,55.88832805,55.93566756,56.20046005,56.21620998,56.28865548,56.89199908,57.3511928,57.79728392,60.6215036,66.37168534,68.48862931,68.80167186,69.07348235,69.19762751,69.58447872,69.59666079,69.63516851,70.58932894,70.72310443,71.14854447,71.4012586]","[3,0,5,3,7,5,7,5,1,0,0,1,4,4,0,5,7,2,2,0,1,2,1,3,3,1,3,0,6,1,3,2,3,0,1,3,4,1,0,3,1,1,0,0,1,5,1,1,1]",40
"[4.49743093,8.25792726,10.24768694,10.86678353,11.58691449,12.94516317,13.82214723,15.43653261,19.66358713,20.48062035,23.00639582,27.55727857,27.6111153,29.50385675,29.90842793,30.06967502,31.60676316,31.79704386,31.856728,32.64322491,32.71563501,47.38818978,49.44627656,49.45111825,50.79589899,50.80082988,50.8086738,51.1978235,51.93273147,52.05254723,52.81891928,54.35920006,59.78270694,63.33015594,67.60613564,68.29630326,79.12623979,79.79411005,81.34706467,87.76128982,87.9639772,92.5309966,93.78756894,97.44420111,98.48508961,98.82868876,98.92152222,99.78386201,101.3831596,107.19182334,108.404902,112.45992141,113.47705848,115.09653824,115.09934524,115.74940099,115.93870707,118.72201269,123.71339251,123.91424811,124.8087333,125.8988899]","[7,3,4,0,1,1,2,5,6,6,5,2,5,3,0,3,7,7,2,6,7,1,1,1,3,2,2,0,1,2,3,5,1,0,3,4,5,4,0,3,7,2,7,5,3,4,5,1,4,5,4,5,7,4,5,2,3,1,7,5,0,0]",41
"[1.68068958,2.81419847,3.10578691,3.22470062,3.5039043,4.48856038,4.55538856,5.09693321,6.07726083,6.69761148,6.97126346,9.51499292,14.56635393,15.67567352,16.14693473,16.42944397,16.63322628,16.80084206,17.76949692,18.74450717,18.79046536,18.88643737,18.93326961,18.98688852,19.02133499,19.055092,19.50359,19.64682881,19.70412137,19.97243656,20.07260386,20.08329537,20.18455953,20.63578212,21.0606328,21.15481374,21.88067682,21.8963515,21.94187101,22.80707298,22.81283794,23.62444344,23.6826206,38.97682504,40.02430016,43.05073621,44.03810135,46.38359435,46.94324822,48.70929998,49.52001508,49.86654563,53.79905744,53.81315302,53.99802055,54.66052431,55.51191134,55.63411311,57.30921778,57.61896531,57.88901868,58.87794916,58.9418887,59.52873357,59.89104392,60.01531005,61.64482326,61.80217609,61.93819655,62.05832413,62.11528563,62.7550902,62.91414471,63.10307627,63.18099279,63.5480351,63.65123495,63.76100512,64.08578897,64.23833166]","[0,1,0,0,1,2,2,2,1,1,3,3,7,0,1,0,0,1,1,3,1,0,6,5,1,2,0,2,0,0,1,6,5,2,6,3,3,3,4,0,4,0,4,0,1,0,0,4,1,2,3,3,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,2,0]",42
"[1.61816544,3.05001067,8.74861673,21.04195218,21.80521028,22.03382207,22.09582691,22.32327324,22.43247761,28.31661378,29.76615183,30.14060438,31.18813627,43.71211404,44.72133274,45.27219361,46.52131138,46.70658928,46.74876397,47.23331423,49.87321261,50.53454148,53.41520183,53.59181552,53.79507853,57.30042132,57.54148873,57.88837946,58.10544776,58.5609863,59.32606141,60.57350301,60.90160846,61.30886776,62.30573903,64.68068974,65.03781708,75.24782941,79.43555307,83.49608753,83.68372521,84.555103,84.93136017,86.99386917,88.4869601,89.52014755,92.16349634,93.98761396,101.46204989,101.74003127,102.28662142,102.35990302,103.26713687,103.73580552,104.26206337,104.94585734,106.16131149,106.438905,106.45597937,107.41720612,107.52195592,107.70410649,107.74796921,107.9151285,107.97622761,108.04744665,108.14870474,109.19648459,109.31089298,109.5546632,112.85174613,113.29568189,114.05722893]","[6,4,3,0,2,3,3,3,1,0,1,1,7,2,3,4,7,2,3,5,1,2,2,4,4,7,3,1,2,4,4,1,3,2,4,5,0,5,1,0,5,1,0,1,1,5,6,5,2,3,0,3,1,0,1,6,1,0,0,3,1,3,1,0,7,3,2,3,2,3,3,3,0]",43
"[0.82386656,1.75160347,2.87155361,3.55439171,3.73156345,3.94890739,4.40155249,5.79175065,7.98913455,9.40429707,10.4405586,10.4565665,10.68674617,10.87296958,11.20100909,12.21308617,13.99058423,14.89352753,16.73365046,16.81176876,17.16315373,18.47354968,24.89800113,26.06088246,29.25236304,41.44067083,49.65249135,50.12941824,50.71936628,51.22098653,53.6877002,53.95872973,56.8114974,59.21248046,59.5036585,60.05859873,60.28551139,60.3203076,60.52928055,60.96161571,61.28186049,61.3280388,61.62714566,62.23797717,62.93511053,64.89336553,65.85873086,66.49901914,66.5344821,67.3918606,67.43473416,67.76977763,68.35585604,68.60856464,68.77192431,68.88243709,69.87194648,69.89830688,70.30817935,78.60000783,79.90048746,80.11598057,81.42796023,81.47680569,83.1530158,85.6802029,86.8234657,90.91549429,93.20838583,97.1716444,97.2687361]","[2,3,1,4,3,7,3,0,3,0,1,1,1,0,5,3,2,3,1,0,0,1,1,0,5,0,1,0,1,0,1,7,4,2,5,0,2,3,3,3,2,7,3,2,2,5,0,2,0,3,1,2,0,2,7,1,6,2,6,1,7,0,0,1,4,3,6,7,5,2,4]",44
"[0.92787781,2.39273205,3.05382563,13.48257521,13.79485525,17.08619409,28.12911762,30.72710803,33.61738805,34.36912981,34.60948533,35.52021907,36.08631345,36.32128911,37.27417414,39.55952798,40.03490688,40.27716715,40.28969085,40.74535184,41.20480482,41.79719383,43.26448305,43.78334385,43.85099432,43.92903514,44.43127182,44.5655484,44.83294833,44.9202441,48.04067869,48.595719,48.91028989,49.25000026,49.93387816,50.31767042,50.52568184,50.66756224,50.73303131,51.98031882,52.37355779,53.14336178,53.18941765,53.90062776,54.57314626,54.58345465,54.85048338,54.85487949,54.86871088,55.28623294,56.06563989,56.36421214,57.48283897,57.62183955,57.66646961,57.99523342,58.06904786,58.38640243,63.10701673,63.20110927]","[2,3,7,2,1,0,5,7,5,7,6,2,6,3,2,3,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,2,3,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,2,1,1,1,3,1,1,3,7]",45
"[0.05300799,1.70542696,4.06677558,18.54792283,19.16408859,19.24015945,19.7676335,19.96712178,20.66361357,20.73394739,21.17657881,21.30592787,21.3527816,21.3947824,22.71642848,22.86696974,22.94004994,24.9787759,25.13488043,29.53591788,30.07203898,33.12773138,34.12176201,35.90293581,38.64725955,38.74522506,38.84627036,39.12940842,39.95899574,42.63500078,49.65672201,61.06880041,61.4128784,67.62574471,73.74528962,76.30811246,77.3381481,78.70337722,85.43589027,98.77264027,99.54582521,102.0857929,107.9610593,110.01463557,112.06452537,123.60863167,134.67219209,139.3317028,141.00833232,144.8669449,144.92520837,145.41153581,145.54074182,147.63462214,149.66509341,151.42058188]","[3,5,4,1,2,0,6,3,5,1,1,5,0,7,1,0,1,0,1,0,2,2,3,3,4,4,1,4,7,1,0,2,3,4,6,7,6,2,6,2,3,7,7,5,5,6,7,1,1,0,4,5,1,5,3,3]",46
"[0.76002899,2.59196213,7.70600293,8.8803715,19.00319296,19.27718599,20.56924455,20.87168964,21.82368599,24.98864554,25.04737088,25.11176999,25.26255119,25.30805495,25.34546148,26.06082503,26.38565017,26.63445559,26.78939437,27.67692492,27.84201528,31.90451766,32.46887649,32.56308081,33.96564388,34.44353257,34.65369755,36.24403655,36.59641825,40.301811,40.41360497,41.46454372,45.07657828,46.79723283,47.37108933,47.84126433,48.07806252,48.56082837,49.68241129,52.51412213,57.15646175,58.81443227,59.07441037,59.21336441,59.64125758,59.65572298,60.41396112,60.91374744,63.49513679,64.12197578,64.46432319,65.19117934,69.52661668,69.70852321,70.05145162,71.04113404,71.23426885,71.30460368]","[7,7,7,1,7,1,0,0,1,1,1,0,0,0,5,1,0,1,1,1,5,0,0,7,2,4,5,6,6,1,0,1,5,1,0,7,2,1,7,7,5,0,1,1,0,0,1,1,2,0,1,4,7,1,0,0,1,5]",47
"[0.79418237,2.45652881,3.13962295,5.62665291,10.61310783,14.52159005,16.13677797,16.7790208,17.6515429,20.019361,20.02356075,20.1590548,23.44663486,24.70045873,26.81500739,27.16279924,27.43803896,28.97283217,29.85721493,30.71381023,30.74108032,31.35324503,31.40693008,31.9945591,32.02270729,32.34266521,33.36962172,33.66032469,33.86445749,33.8694269,34.18791851,34.57673866,34.66062454,34.81118394,35.16695084,35.29752652,35.71497879,35.71912276,36.06693632,36.16421847,36.22097595,36.36498365,36.90967528,36.91435062,36.93548197,37.06527412,37.87393953,39.91033616,40.18524963,41.02001877,42.0046811,42.71144084,43.08651182,43.25247759,43.40309079,43.62565644,43.77430532,47.19772244,49.24311005,49.56101055,50.1963506,52.29580648,52.39105129,52.71941806,52.80155419,53.97052058,55.39316137,55.79531029,55.94110745,56.13349977,57.79560048,58.15859464,58.88504806]","[0,3,3,0,7,5,4,0,1,2,3,5,5,4,1,7,2,3,3,0,2,1,0,1,0,1,7,0,1,2,2,3,2,1,5,0,3,2,1,0,1,0,1,1,0,0,3,5,0,0,1,3,1,1,1,0,0,1,2,0,5,3,2,5,0,1,0,0,0,1,1,1,0]",48
"[1.17128377,1.70690846,3.18822985,9.15281626,10.83688438,16.90052974,20.59555157,25.83212662,40.82522576,41.44277598,46.13450079,47.83730616,49.12486596,50.28042667,52.48655368,52.98379448,53.25862044,53.36068746,54.2332927,55.0820181,55.21579386,55.69166144,55.98087833,56.38611286,57.29194479,57.73662361,57.86895985,57.99376079,58.16245724,58.53211243,59.06134173,60.92822829,61.63886627,61.86699218,62.82658555,63.83351423,65.55674027,66.75979181,67.14700798,68.3370265,69.66495532,71.39818318,71.82787741,72.6483865,74.51621244,74.69446984,75.50822143,77.1447843,78.74816806,80.23087224,80.31570596,85.66154558,86.46116821,86.62730596,86.87501164,87.27507924,87.44288324,87.58972212,87.81131037]","[5,3,7,0,7,5,1,5,2,2,5,1,7,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,4,1,2,0,3,0,4,1,1,0,5,6,1,0,1,1,0,1,0]",49
"[2.17206462,3.0436508,3.71215107,8.49727069,12.00282817,13.28317134,13.79987407,14.67958089,14.78597324,14.89888164,15.03964302,16.10752725,16.51611256,18.83981061,19.2965201,21.37227912,26.22925775,28.02600237,30.0008939,31.36109893,34.06800916,35.62147414,36.62462446,37.37435439,38.05882629,39.33026817,41.34515233,41.56154415,42.04605891,44.11191442,45.31391928,45.5295393,46.03958017,46.72550361,48.59049747,50.74525063,50.76513018,50.93129673,51.09808641,51.17621662,51.40411164,51.76329945,54.71321506,55.30157839,57.60279046,58.41036167,58.44885421,58.51996258,61.67625719,62.36147807,63.69080174,66.21160093,68.73545623,69.5423168,71.5526154,72.3447513,72.88145291,76.68673743,77.25436142,77.54831024,77.76557939,77.88144604,78.1091627,78.71333951,78.71374974,79.02310031,79.02749255,79.15266986,79.40931868,79.43581933]","[7,7,2,7,3,2,3,3,1,0,3,0,7,2,3,4,5,4,7,5,0,3,7,0,2,3,2,4,4,0,1,0,2,1,1,6,1,2,3,3,0,3,2,3,0,1,0,1,4,4,1,7,7,1,1,0,0,7,1,0,6,0,0,1,1,0,2,0,6,0]",50
"[1.6083643,2.90677115,3.0684646,5.49491542,7.76988869,8.80326303,12.6654889,15.07138736,15.10080985,15.81996473,18.42608837,23.83917087,25.05583225,25.35807108,25.48628743,25.68262361,26.16249679,26.70528218,27.39022763,27.80132268,28.40969827,30.3719555,39.08235682,39.81764011,42.69466644,45.01820236,45.21175779,45.24980714,45.39606511,48.85979478,49.74221686,51.82326224,56.27316632,59.12591359,59.88592198,60.88435928,61.00590723,61.38271655,62.3352538,64.56457313,65.74592552,68.67233225,69.35963552,70.22424351,70.29256724,70.60372484,72.40204391,72.97363561,73.00879566,73.31912239,74.67967381,75.34065078,76.38593062,83.0923466,84.46718325,84.71667659,84.88718734,87.15276772,89.62160706,92.61806174,93.56918949,96.57775627,98.04281092,103.5055294,106.52276461,107.87230355]","[0,5,6,5,7,7,7,2,1,3,7,0,2,1,1,1,2,0,7,3,0,3,0,5,0,6,0,1,0,2,3,0,5,6,0,2,3,1,3,5,7,3,2,0,3,3,2,0,3,7,3,5,1,1,1,0,1,0,1,1,2,2,5,5,0,7]",51
"[0.62658724,1.48678206,3.97182556,8.76108276,9.14775659,11.70246252,11.74836173,13.19496969,13.58339576,13.71380386,13.80969782,13.99231305,18.82535468,18.93846018,18.97369177,21.30135281,21.45590119,21.87712957,22.76275135,25.80983371,28.24838524,28.29608696,29.43151685,30.62792749,32.77796001,33.95847665,39.20028134,39.61992922,42.13430315,46.335406,46.37917312,47.14253833,50.78619163,50.83620293,53.79226458,56.75406956,56.95384523,57.08504267,58.48228828,60.69710258,61.06565984,61.79128366,62.1331531,64.74522964,64.87405283,65.39789645,65.50211376,65.87948121,66.1153148,66.35881478,68.69618545,69.48996812,71.0202801,76.92837711,78.05898546,78.85443652,83.0505948,83.12755414,85.03072276,85.21368538,85.51681655,87.47616352,88.64755394,89.09424764,91.0723684,92.90921699,93.12139024,93.55450302]","[2,1,1,0,1,0,1,1,0,1,4,5,2,5,3,2,2,3,3,3,0,5,1,2,7,5,2,3,5,2,3,2,0,7,2,3,2,7,2,7,1,0,5,1,7,0,3,1,5,1,0,0,5,3,2,5,1,1,0,1,0,0,4,1,1,0,0,1]",52
