event_times,event_types,source_index
"[3.14719735,3.84826466,4.31111233,4.97794621,5.41942332,5.58173283,5.71188501,6.06611919,7.10589544,7.44536058,8.15743134,8.51767426,9.17349556,10.20244258,10.22571346,10.75336447,10.77872936,10.78777325,10.84363336,12.27645851,12.40420745,12.67925599,12.76058706,13.18462104,14.16779064,14.28842728,14.35077501,14.57366869,14.57977375,14.84877794,14.86616011,14.97100151,15.11405287,15.12143629,16.10542572,16.27508128,16.37293666,16.56615148,16.69562157,16.80175877,16.85212927,17.02031995,17.26563028,17.39126305,17.671976,17.86681591,18.20395286,18.36161515,18.55851959,18.99303779,19.03666502,19.23989628,19.4596918,20.02066442,20.28037739,20.3161601,20.53326702,20.89509846,21.38964331,21.65883591]","[0,2,3,3,5,1,5,1,1,5,5,5,5,1,1,2,5,1,1,1,5,5,1,1,5,5,5,1,1,5,6,1,5,1,5,5,1,5,1,5,1,5,1,5,1,5,1,5,5,1,1,5,1,3,5,0,7,2,5,0]",26
"[2.94752245,5.47313983,6.58980686,7.95648576,9.64085288,10.34420776,11.65116025,13.07992862,14.96234672,16.4491251,20.61639618,21.2070111,26.47750847,26.58107369,28.06296217,29.04564119,29.13218367,29.61839472,29.83089888,30.54761595,30.81349706,30.89652491,31.35414191,31.86039557,31.9932393,32.12003113,32.74641326,33.95222318,34.62572982,35.37159453,37.90400288,38.04457875,38.78550907,42.34595854,44.48721196,44.51717534,47.59413929,47.85214483,49.06264164,51.60345824,51.83491998,52.96514184,54.68365559,66.38495345,71.6795189,74.14494434,76.18729175,76.35551839,76.78727355,77.30534075,77.77441389,78.83838527,81.22048514,81.36505014,81.39938072,81.55948372,81.61124436,83.1352886,84.17345427,89.94097431,90.74103944,90.80661818,92.84368772,94.43784056,94.75245001,94.82467438,94.94547063,95.14793417,95.35086789,95.7031891,96.01398394,96.03739123]","[2,1,0,6,6,5,3,0,2,7,0,1,0,0,1,1,0,0,1,3,0,1,1,2,1,0,0,0,0,1,1,0,0,0,5,1,7,2,1,1,0,0,0,4,2,0,1,6,6,4,1,5,0,7,3,2,3,2,3,6,7,2,6,1,0,1,2,1,0,1,5,2]",27
"[0.44044217,0.53708384,8.11880925,9.04912868,11.08772329,11.5318644,12.62982949,13.02381923,20.29607407,27.03921705,29.94203048,32.58788531,33.49854644,40.06147241,40.31350006,40.99718098,45.49490083,45.50347522,45.58130784,45.7967422,45.88150327,47.1428144,47.97936895,48.25011623,48.75941922,48.95575412,48.97010127,48.98526747,49.84096543,49.97291692,50.06208839,50.36197243,50.40357281,50.61183762,50.83573356,51.2176331,51.52172412,52.52052455,53.17802223,53.30431928,53.36825944,53.74116126,54.82808618,54.84537861,56.71763882,57.6881926,58.14908936,58.2114846,58.61462544,59.18373181]","[2,5,4,0,2,5,2,5,2,2,4,5,2,6,3,6,2,0,4,4,0,4,0,4,0,1,5,0,1,5,3,5,5,1,4,4,5,5,1,5,1,0,6,0,4,1,4,0,4,4]",28
"[0.41431296,0.87821872,2.79920271,3.12319395,3.50302966,4.81698601,6.22383521,6.53573521,7.51181518,7.62009409,7.70076915,7.91720265,8.79529341,9.06575791,9.64421966,12.29366029,12.64062579,13.9686069,15.22245617,15.55568481,16.67413859,16.83101995,21.18367671,22.72013163,30.69861617,35.1041313,35.12680191,35.45999686,35.97931391,36.4919382,36.66244228,37.08079495,37.80199499,37.83641996,40.17342602,42.21482718,42.33908331,42.65821647,43.38484269,44.57318554,48.10075224,48.12544415,48.79253587,51.77492899,53.64285549,56.87135695,61.8725988,61.95147184,77.77203531,78.22196515,78.55530479,78.77220327,78.83400414,78.93436874,79.22038542,79.42717066]","[1,6,3,5,1,3,1,5,7,1,1,1,5,2,3,5,1,5,0,6,6,5,2,5,7,5,1,1,5,5,5,1,7,5,1,5,2,5,7,1,5,7,5,1,5,6,2,3,1,5,0,5,1,1,5,5]",29
"[0.6663795,1.48265461,1.92248166,4.44531903,4.60844286,4.7451241,7.16336674,7.23806521,8.11869129,9.96356329,10.96374246,12.38965074,12.42872926,16.67739704,18.89274092,19.56306839,19.59817296,19.89203685,21.21140453,21.26898029,21.48767858,22.12028684,22.350519,24.19806159,27.33560564,28.92001743,34.01421258,34.56114066,36.05908796,38.32287142,39.66713583,39.71549053,40.75388504,41.98078154,42.31292678,49.3014268,50.66232732,50.73575805,50.77746061,51.18187942,51.79322355,51.92556745,52.44426341,53.07332448,56.99567506,57.05008665,57.75917279,59.498032,63.71393059,63.75093298,64.27463451,64.8128846]","[5,1,1,5,4,5,1,5,1,5,5,1,7,1,5,5,5,1,0,2,5,6,5,1,5,2,7,4,7,5,1,5,5,1,1,1,5,1,5,1,5,5,6,1,6,7,5,5,0,5,2,5]",30
"[0.75602214,4.70603354,5.92870819,8.11735785,9.74113836,9.76606446,10.11706181,10.34892913,11.17461846,11.17673416,11.50016304,12.14337523,13.97497693,14.7431972,15.46502275,15.93802401,16.10303439,17.86773744,17.97993696,19.10216423,19.81061386,22.64547585,23.43532257,24.01504923,27.22882302,44.23610073,44.61025114,45.41624535,53.3462578,53.62659856,60.20850676,66.48011063,66.90419271,67.51797257,68.75998773,69.15786788,69.22350698,69.39233818,70.04422324,70.19545487,71.16270424,71.70899997,73.23991539,73.64244971,77.48226155,79.03463022,80.38993931,81.08223864,83.59978545,88.78876903,89.29863399,89.32763715,89.35245447,91.97294036,92.01537612,92.89733404,94.96133558,99.92835975,103.77707854,106.27187589,108.91130091,112.02918088,114.83012921,120.02748937,122.06520039,124.52429229,126.57711339,127.03175112,128.01631272,128.44949055,128.49822041,129.64488022,137.68365484,140.69038159,142.88805,143.60207571,146.88881398,149.12326072,156.63368854,159.51814088]","[0,0,2,2,5,1,5,5,0,4,5,5,5,1,2,5,1,5,5,1,5,0,4,3,2,2,5,4,0,2,3,0,4,0,0,4,0,0,0,4,4,6,2,3,0,5,4,4,0,0,1,5,1,1,5,4,0,0,0,5,4,0,4,1,3,7,5,4,0,4,4,4,1,7,6,6,6,7,7,2]",31
"[4.1234489,4.71181598,13.74276708,14.21271531,15.20817372,16.33854387,17.88625797,17.93496832,17.96975841,18.13188416,18.32433869,18.94265048,19.47272167,19.79856568,19.99766497,20.93456923,20.94031338,21.14164235,22.58502978,22.96133582,25.46703584,25.57805071,25.73254645,25.84480951,25.91517252,25.97622637,26.15077071,26.64677129,28.35888653,28.37667863,28.93051787,29.41455514,29.42862433,29.63227838,29.76588528,30.41406687,30.55582588,30.8897145,31.53994491,31.54455488,32.13730359,33.23648812,34.70611091,36.07301676,38.05972418,38.26151058,39.6756215,40.57761231,40.64929123,40.95540949,41.5475438,42.62062597,42.79770883,43.13548127,43.17641817,43.91800154,44.33784166,44.62017413,44.76446235,44.87692671,44.97492469]","[2,2,3,6,4,0,5,1,5,4,5,1,0,5,5,1,7,5,5,1,1,3,3,5,4,1,0,4,4,4,4,0,4,0,4,0,0,0,0,4,3,4,1,4,4,0,5,1,5,1,5,4,1,5,0,0,5,1,0,1,2]",32
"[0.0437597,0.71391427,1.4536033,3.25292632,3.30620942,3.76210989,4.31020939,5.42264535,5.63608266,6.03318058,6.37694203,11.72166775,15.07772608,16.05370252,16.37128498,18.18971053,19.36753801,20.60882935,20.94770109,21.20237477,21.86514217,25.69534305,30.06931575,31.60851636,35.34150234,35.34851476,36.74814603,38.3889033,38.66124114,41.29539012,43.94950012,46.44183437,47.43673789,48.30841828,48.43024709,48.61800712,48.63612073,48.82316565,50.4984864,50.5738408,53.04354162,53.94928267,60.80670818,60.9495076,63.61905618,63.82390002,64.21189631,64.92416649,69.66494034,72.13217767,72.74968005,72.79045314,73.19079676,73.27423781,73.41879987,73.71995132,73.88677394,73.98143202,74.07526835,75.58929557,75.63102931,75.69450875,76.25178485,76.47464833,76.99009698,77.79706864,78.64511258,78.89147185,78.89213009,78.90606913,79.51054122,79.66917335,81.91974613,81.9419891,82.33224344,82.60872996,82.62658889]","[2,4,7,0,4,0,4,4,0,0,3,0,4,1,6,2,0,4,0,2,5,6,4,0,1,5,5,5,1,7,7,3,7,1,5,1,5,5,1,5,1,7,7,5,2,1,5,0,2,0,4,0,4,4,4,4,0,0,4,0,0,0,4,4,0,4,4,0,1,0,6,4,3,3,5,0,4]",33
"[4.61294038,9.35886314,9.80442317,14.51070081,17.91555116,17.95662947,17.96972889,20.57621787,21.04957946,21.62346126,21.89634769,25.13698115,26.21424371,26.78131155,28.69732564,32.21780384,32.96006922,33.03016668,36.41474933,38.13382263,40.24446152,49.0288097,49.79564105,49.81960087,52.91950912,58.45803168,58.79423337,59.17921124,59.27580058,60.69992308,61.39820329,61.79648586,61.92323542,62.04846226,62.61803887,62.6412084,62.79563337,62.94473926,63.2319681,63.66496638,63.69917943,64.43609515,64.47980935,64.70030819,64.74839572,64.88828591,65.09308294,65.25148902,65.28200146,65.30958067,65.43932903,65.53595356,65.5773495,65.62877342,65.74234727,65.84682459,66.60471773,66.6362326,66.76614484,66.85246984,66.98911407,67.04474791,67.08109097]","[0,6,1,3,5,1,5,2,1,0,4,4,0,4,7,3,4,7,2,6,3,7,6,6,5,1,5,1,5,5,1,1,5,5,1,5,5,4,2,1,1,5,1,5,5,5,1,1,5,5,1,5,1,5,0,1,5,1,5,5,5,1,1]",34
"[0.72093917,1.45545586,5.79434447,8.60769429,9.05062955,9.65944411,9.75851106,11.08803824,13.98532201,15.30670569,16.62333935,18.71019076,19.11315403,19.96116735,20.4136891,20.63107867,20.63244433,20.6969867,20.80421733,22.27145163,22.38687615,22.6973913,24.77212296,26.53144574,26.54154794,27.08607667,27.14052608,27.93125604,28.10711554,28.26981253,28.39242788,28.50546114,28.66412207,28.71375833,28.89515663,28.91748082,29.06134864,29.54069915,30.70549842,31.78851849,32.3746549,35.00405646,35.70514358,36.29206827,36.4793349,36.63665646,37.04233438,38.30512914,39.23472942,40.01654063,41.25083196,41.29836119,41.61905542,42.19176579,43.17990298,44.36980686,44.61875203,45.10585807,45.6381345,47.50630969,47.54327089,47.64393584,47.9201009,48.14381984,48.33781697,48.42623733,49.15745117,49.76355999,50.09960882,50.27500631,50.67361101,50.91315511,51.2366405,51.34169859,51.43379094,51.8034019]","[6,6,2,1,5,5,5,5,5,1,5,7,1,2,7,1,5,5,1,5,1,1,5,1,5,1,1,5,5,5,6,1,1,3,1,5,1,5,6,7,2,1,2,5,1,5,1,5,0,5,4,0,5,4,4,7,4,1,5,5,1,1,5,1,3,1,5,5,5,1,1,5,1,1,5,5]",35
"[0.40985256,9.39805012,9.63577874,9.87597853,10.70652477,11.2837815,11.33774672,11.51393994,11.90797985,12.13364193,12.35801309,12.49578714,12.55856188,13.37168521,14.00315428,14.09950033,14.92021531,15.3697795,16.31638658,16.41627071,16.55775106,17.61062167,17.9532687,19.30773167,19.35798188,21.12164991,21.66633381,22.27441861,23.53224965,23.73157485,25.22775656,25.27967896,25.8623994,26.13302864,26.81029754,28.34838044,29.00204768,31.01937471,33.004255,37.09042574,38.76135907,41.49853901,46.09224832,47.99013871,60.51101669,62.90061226,63.34974652,64.84242914,65.45825601,67.4889357,68.33760617,71.57751425,72.35525062,72.77836264,73.73143481,73.83621699,74.80128857,74.92533854,76.00890958,76.17086788,76.20272287,76.59903713,77.98782078,78.77407388,79.93232211,81.33219284,81.53766333,81.81361819,83.56102677,84.4701305,85.23031649,85.81702755]","[1,1,0,4,5,1,1,5,5,1,4,3,5,3,1,5,5,5,0,4,0,0,1,5,0,5,6,4,0,1,4,4,4,0,5,4,0,5,4,5,5,2,3,4,2,5,1,1,1,6,2,6,3,5,1,2,4,0,3,0,4,0,4,7,3,4,0,0,3,0,1,4]",36
"[3.54259136,8.17936677,11.11612237,11.76415591,11.80946173,12.4878161,13.38576608,13.81214722,14.2827319,14.37418936,14.57889343,18.39519675,19.29891064,20.27349838,20.73607801,21.72526334,22.26839156,23.69871141,26.51416908,31.38822507,32.24236213,32.2479564,35.48444704,40.41349536,40.60500675,40.63379557,40.97671876,41.54180605,42.58570701,43.0431363,44.44336934,44.66638881,45.85011586,46.43572472,46.73822945,47.27180259,47.29670747,47.60153265,47.65309731,48.35777861,49.28603704,49.3776478,49.54680752,49.71280204,49.82963442,50.13215168,50.63985641,51.42229541,51.48256201,51.56687055,51.91233749,52.08727463,52.09786598,58.47704007,61.28928761,61.34710216,61.66057673,61.69209728,61.82555939,62.00950219,63.07676883,63.50208669,63.81311558,64.30295894,65.88538022,72.95761374,74.00492113]","[4,0,0,4,0,5,5,1,5,5,1,1,5,1,5,1,5,2,2,7,5,1,1,1,5,2,2,3,1,4,5,1,1,1,5,1,5,1,5,5,1,3,5,3,5,5,1,5,1,5,1,5,5,3,1,5,5,1,5,5,5,5,1,5,1,4,0]",37
"[2.1130911,3.19594843,10.38266864,13.4723983,13.97693292,22.06214355,22.59257719,23.7045647,25.54622084,27.79374194,28.11763237,29.32274722,29.51568461,30.40935578,31.08909165,31.47103758,31.5692106,32.79295231,32.89861195,33.16378853,33.54522857,33.85981888,41.35168413,49.99225234,59.69076556,61.70429736,68.09607631,68.61659726,71.07231441,72.44860981,72.63689478,73.18517783,73.20497251,77.11413615,80.30922272,82.01192287,82.52447429,82.64663655,83.60373494,83.81581472,85.37391111,86.2643755,87.57986803,87.97655291,88.19625325,88.369709,89.87064942,89.99065581,90.77506441,91.22177007,91.39300307,92.36669078,98.95367223,102.82081457,105.4811088,110.59682316,112.09867035,115.21719723,117.96121577,119.60356594,119.68009963,120.09326187,120.22685877,121.25066128,125.1305745]","[7,1,5,7,1,4,0,2,0,4,0,0,4,4,4,0,4,5,0,4,0,0,1,6,2,1,7,4,5,4,5,0,1,4,1,0,4,4,5,0,4,5,4,1,5,5,3,0,1,7,1,2,1,6,7,1,5,5,7,5,1,0,4,4,5]",38
"[5.25519338,14.01688955,14.79175632,19.20635084,20.15694356,20.56981149,21.44415734,21.72863012,21.98724434,21.98926707,22.07106203,23.08213271,23.10592684,23.42442497,23.49261349,23.61883782,24.11405822,24.87292574,25.2524302,26.17951694,27.28202063,27.54138437,28.3686323,28.40068291,29.00320389,29.04099693,29.1564619,29.48637051,31.40323156,32.82534745,33.22801778,33.3380487,33.34720859,33.85563288,34.41677577,34.46411407,34.98795986,35.2512813,35.61544174,35.75040342,38.30552913,39.30024376,41.40019839,44.17637724,46.84038112,47.71940977,47.92797025,48.01442871,48.5505336,49.48366506,50.11375514,51.14575913,51.90938852,52.31220771,55.59472281,55.96003167,59.93032256,60.49823732,60.52159374,66.52950216,67.66316318,67.97759774,69.966653,72.42501241,73.37091491]","[2,1,5,4,2,2,0,0,0,4,5,4,1,5,0,4,5,1,1,4,6,5,1,5,1,5,5,1,0,4,0,4,4,1,0,5,4,5,1,5,1,5,4,2,5,1,5,1,5,5,5,1,2,1,5,5,1,4,5,1,2,3,5,1,1]",39
"[4.04285113,4.12068299,4.3773546,4.72445773,5.96203047,6.87789187,7.5805432,7.7763132,7.78928557,8.47932594,10.13798133,10.35809463,10.56914472,11.24474648,11.28249877,11.37354491,11.44359814,18.52562832,21.13121523,22.14947147,23.87537225,24.5440227,24.65055277,25.5878017,28.79387145,28.92989691,29.16243388,30.18862881,30.43094009,31.25615148,31.72862371,32.49804032,32.86092233,32.88939046,33.69467313,33.77941494,33.92458344,34.30964105,34.585599,34.72270522,34.85074337,35.00805924,35.18773642,35.28556791,35.75638156,35.81842213,36.29545838,36.45738058,36.63509567,36.84551498,37.49720147,37.76290821,38.74756527,39.55487631,41.1230561,41.86765988,49.41223825,50.72687284,50.8999919,51.91198288,52.31964508,52.36601868,54.25348537,54.29058466,54.41856734,55.86237916,55.93530062,56.21241221,56.85313348,57.31847951]","[0,4,2,0,6,1,5,7,4,4,0,6,1,5,0,4,4,4,7,1,0,2,4,4,1,5,5,1,5,5,0,0,1,5,2,5,5,1,4,5,1,0,5,5,4,1,4,5,0,4,5,4,1,1,1,5,4,0,4,4,1,5,0,4,1,5,0,4,4,0]",40
"[1.70612264,3.99231739,4.17654228,4.7408358,12.46333208,13.92668978,14.01184203,26.95851599,27.02592828,27.24310862,27.2724735,28.29416208,29.98327668,30.9292147,33.4503124,33.66824529,33.680934,34.27097052,34.54739861,34.76543319,34.93225488,34.94988569,34.95963956,35.0419041,35.10057677,35.24022519,35.52638891,35.59669405,36.22790732,36.41019818,36.42584575,36.47749547,36.48758058,36.54637844,36.83799596,36.96204558,36.97556767,37.0321214,37.27827591,37.30649175,37.31227354,37.39074818,37.48133108,37.8505144,37.96965903,38.18422227,38.25792951,38.71240717,39.01353538]","[7,1,5,1,2,5,3,4,7,0,4,0,2,4,0,4,4,0,4,4,0,4,0,0,4,4,4,0,4,0,4,0,0,4,4,0,4,0,1,5,0,4,4,0,4,0,1,0,4]",41
"[1.55191853,2.10359827,2.30122243,2.42874259,3.71226574,5.24871971,5.25666096,5.5163385,5.72548489,6.71158035,7.08319795,7.28573322,7.96541192,8.83903261,9.08138071,9.85385349,10.39334124,11.25947084,12.66491483,13.497743,14.4672898,16.10936932,17.05407618,17.50754227,19.2157975,19.9238163,22.60395018,23.63775715,25.50882382,31.90021848,32.60307053,40.65058057,40.95931932,41.64920285,44.61664676,45.18888572,45.25488705,45.87216724,52.34029062,52.90220918,54.6507314,55.13681634,57.4680993,59.67099638,66.4837576,68.70254422,70.40891822,71.06119088,71.97077575,72.09568448,72.68418897,74.4594709,74.50621843,75.16018377,76.87703791,84.00641707,84.68943176,86.18327509,95.07752909]","[6,0,1,4,1,0,1,1,0,0,1,0,1,0,1,0,1,5,1,4,0,1,5,7,0,2,1,7,1,2,7,7,2,4,2,2,1,0,2,4,0,0,1,7,7,7,2,7,7,2,7,5,4,2,3,6,7,3,2]",42
"[5.03920473,12.89641535,14.40241169,14.64731836,16.96460104,18.00913181,19.15207204,19.34996562,19.83218431,20.22306622,22.49325505,25.01546657,26.20481151,29.3373056,29.59105457,34.43421839,35.28994958,35.50305319,40.48046953,40.51854265,42.42640504,44.61508088,45.25060426,45.46656977,45.98548875,46.01203588,46.11339709,46.12754004,47.51259581,48.85349253,51.99209582,52.3586659,53.52083339,53.61092551,56.57776809,59.71804631,62.24046083,63.99963344,64.56578501,65.51336047,65.59279011,66.0549453,66.18806161,67.30959631,67.32334111,68.55791743,68.60458317,69.86916206,69.88961338,70.63381683,71.56883435,71.92561564,71.92848142,72.8642285,72.96392348,73.68876133,73.92247003,73.96573236,74.16896825,74.51474714,76.9349613,77.40621853,79.09566356,80.31958701]","[7,0,4,5,1,0,4,4,0,4,0,4,0,0,4,7,7,2,5,1,5,1,1,7,0,1,5,5,5,7,5,7,1,5,7,2,5,1,5,1,1,0,4,0,5,4,7,4,0,5,1,4,1,1,1,0,5,5,5,4,6,7,4,2]",43
"[0.54092694,1.24403386,3.30478178,3.91998033,3.94657987,4.52062303,4.53442054,4.90229117,5.27767392,5.51980469,5.75102732,5.8667081,6.87561712,6.93987725,7.08617307,7.23212969,7.44159473,7.55986321,7.72141532,7.80256254,8.09211778,8.35518772,8.50644352,8.65406304,8.66648478,8.93256294,9.09654196,9.27241088,9.30889112,9.36451756,9.58645064,9.61190652,10.18264733,10.80209079,11.18111374,11.3869603,11.74303372,11.88362671,12.60960841,13.92478065,14.29436554,14.85269005,15.01817982,15.17638142,15.21453682,15.29738326,15.37906562,15.62232255,15.65885419,16.89572217,17.75778041,18.29626241,18.53293216]","[1,5,1,5,1,5,5,1,5,5,5,1,1,5,5,5,0,5,5,1,4,5,4,1,5,4,0,4,1,1,1,5,0,1,0,5,4,5,1,0,0,1,5,1,0,4,4,1,5,4,5,5,5]",44
"[1.86571136,1.96948442,3.9464048,3.96929518,4.01563657,4.08181743,4.32929361,4.7002918,4.75076023,4.75911477,4.82416113,5.5031147,5.88120051,6.36089581,6.53390134,7.34302715,7.48770615,7.70709272,7.77974897,7.89876163,8.13207423,8.40942679,8.43078531,8.50243925,8.88594826,8.93911819,9.69879221,9.96330719,10.05872771,10.7042162,11.27754042,12.46595884,12.49510435,12.6156451,12.81166488,13.10000975,13.14639929,13.227277,13.50792036,13.64106957,13.9964725,14.29415967,14.30258873,14.52961013,14.55824484,15.08828506,15.23543757,15.36879041,16.8238144,18.4935968,18.60985539,19.53656459,21.22818798,21.96768981,22.09405426,23.91638509,27.35368954,27.36197198,31.41051937]","[0,4,2,0,4,0,4,0,4,2,4,0,0,0,4,5,4,4,4,0,4,4,0,0,0,4,4,0,4,4,0,0,4,1,0,5,4,4,4,4,0,4,0,0,0,4,5,4,1,4,0,7,4,0,4,1,2,7,2]",45
"[3.33709823,8.36539542,14.24222541,14.92361904,15.07020014,16.03894304,16.55286605,16.64974295,16.74880241,20.27744012,20.83060043,20.89267039,22.4587327,23.77853007,24.34588836,24.76003344,25.07168471,25.45296625,25.58107085,25.77503138,25.78631641,26.08526156,26.10474183,26.56415767,26.95311467,27.53523085,28.05141866,28.15682689,28.42585662,28.43692045,28.44725612,29.52569084,29.71666395,29.76221232,29.85711995,30.22581894,30.70144523,31.55849892,31.61603027,31.71350866,31.77435812,32.23888559,32.40909211,32.64453005,32.70238378,32.75388563,32.79435866,32.82448421,32.94973721,32.99973692]","[4,1,4,0,0,4,2,4,0,0,4,4,2,4,5,0,4,1,4,5,0,4,5,5,1,5,1,5,1,5,5,5,0,1,0,5,5,4,5,4,1,5,0,0,5,1,5,1,1,5]",46
"[1.57849908,6.10091646,12.53196362,14.20405582,16.9761251,18.54902464,19.78909467,20.31814289,20.45846259,20.58620966,20.6071085,20.74112375,20.80170604,20.93244125,20.97275866,23.47050801,23.71978568,23.90411831,24.48906218,26.24717846,26.47663495,26.55415257,26.56710025,27.70635715,28.57506565,30.84094436,31.80907181,32.78143914,37.64642983,37.77977852,38.48278334,38.58445079,41.14809221,41.47135451,41.72045175,42.21181301,42.98430106,47.04856786,49.95357329,51.28396317,55.33688716,60.61220099,70.10449038,70.70499105,71.92941042,72.23454446,75.28838538,76.14301956,78.98584996,79.0736381,79.61574753,80.0950228,80.29140337,80.46119118,80.83773843,81.03086771,84.52260441,84.84403994,85.24812303,86.2882736,87.05411568,87.95560655,88.84810385,89.17964111,90.52688591,92.49945557,92.97563897,94.61750279,94.94394071,95.33620647,100.58688073]","[0,3,2,1,5,7,1,5,4,1,5,5,1,5,1,5,0,4,0,2,4,4,0,4,0,2,4,4,0,4,4,5,0,0,4,0,4,2,4,2,0,5,0,7,1,6,4,1,0,2,5,5,1,6,1,5,5,1,1,5,1,5,1,2,1,5,7,1,1,2,5]",47
"[6.41019628,8.39484554,26.72657431,30.6530231,31.70260403,31.8139641,31.877688,36.46894207,40.0629856,40.82614715,42.50893341,43.97692074,44.17180888,45.90452178,56.14491588,56.48755026,56.63333261,57.5272281,57.74824102,59.1067076,59.44078146,60.08485108,60.59053906,63.3640519,63.40067251,63.94274659,64.22799348,64.85102858,64.88658963,65.24517902,65.27318355,66.30008336,66.80189861,66.96580132,67.00720702,67.29010655,67.53992143,67.65028004,67.97219761,68.24245466,69.25601638,69.26875992,69.86658445,70.27195882,70.63500826,70.79199096,71.34096045,71.47453597,71.9743566,72.10685175,73.05153141,74.01121657,74.76784951,75.40980341,75.52553701,77.53468116,78.14874145,78.67034125,78.8652343,79.70064328,80.15580558,80.954231,81.77165583,81.85781224,83.26303544]","[0,6,3,0,4,0,4,0,3,1,4,0,0,5,5,1,1,5,3,4,0,1,5,4,4,0,5,1,5,5,5,1,1,7,2,5,5,5,1,1,1,5,4,0,1,1,5,5,5,5,4,5,1,5,0,0,1,4,5,1,5,6,5,2,5]",48
"[0.45992173,2.97342452,4.61797875,7.54287247,7.72311291,8.53953256,8.58719656,9.14967637,10.98077505,11.92649279,15.23686217,15.88850384,18.17892115,18.21188657,18.58612123,20.53256169,20.99187837,21.49046774,22.1721767,23.46550892,27.35681717,28.51146052,29.41021414,30.02643214,31.96559448,32.21208481,32.48512,32.52282875,32.6712493,33.1093993,33.51036586,34.40563828,34.68995531,34.98484536,35.14327243,36.58113008,37.58862193,37.84780539,38.71459691,39.45335772,40.67363036,42.57698528,42.6606215,43.59780192,45.59090488,46.48746778,46.74473239,53.58274782,59.30696403,60.14555926,61.50058543]","[2,7,7,0,4,4,5,4,3,7,5,4,0,7,5,0,0,7,4,0,5,2,4,0,0,4,4,0,5,4,4,0,4,4,4,0,0,6,0,4,0,7,4,4,1,7,2,5,1,5,7]",49
"[4.3913306,6.16787424,9.51344035,13.86082292,17.2488013,22.1819484,24.11701726,24.33631791,28.11229423,29.94419756,30.30290166,30.60377841,31.7962255,32.27644662,32.99731242,33.90416886,34.88056183,39.27225815,39.64548176,40.31436591,43.10580425,44.11592785,46.06075493,46.95675143,47.26463792,47.81402649,48.45940653,51.10248444,51.22038583,52.31714835,52.95050757,53.02639989,55.42371002,56.1732233,56.18113369,56.33111096,61.21110858,62.0416608,63.19306077,63.56143213,67.39278227,69.58306427,69.7270645,69.80017344,69.99439085,70.02543138,71.24396517,74.894246,75.09266216,77.87266507,78.36781426,78.64333261,78.92414544,78.99143591,79.72367731,80.06699938,80.78402574,80.99218777,81.81344184,82.78327735,83.04133781,83.34359758,83.92981321,84.00019594,84.19886948,84.57962535,84.66016999,85.00368443,85.15006399,85.25622516,85.56821274,85.78158856,86.04821693,86.59218096,86.99681267,87.11981127,87.49251226]","[6,7,2,2,2,2,0,4,4,1,7,5,5,1,5,1,5,5,0,4,7,3,0,7,2,6,0,5,1,4,5,2,1,5,1,1,5,5,7,4,5,1,2,5,5,1,1,5,5,7,5,1,5,1,5,5,5,1,1,7,1,1,1,5,5,1,1,5,5,5,1,5,5,0,1,5,4]",50
"[3.99632172,12.24913347,15.05139637,15.23811752,15.53052065,19.56943726,19.70069173,21.62769988,22.44349429,24.07626159,26.66103141,31.57260695,33.02262386,33.95240673,35.46251851,35.48484051,35.52620583,36.05672354,38.84142792,42.3527611,43.95152744,45.43945709,46.05634354,47.89213334,48.83630334,48.95498072,49.29111814,50.25266427,57.55152809,58.60858922,59.65107073,60.22235892,61.04860708,61.16942666,61.18750502,61.39343119,61.90387862,61.95561631,63.03982571,63.13437282,63.15444388,63.49996405,63.78463185,64.65142519,66.83996428,70.30379287,73.63907563,73.91039123,74.15452694,76.74013394,80.08228231,80.68826246,82.99860752,84.8679766,102.25790864,102.46129131,103.5063642,105.14658078,105.37718931,112.29629426,112.67955582,112.79920692,118.55816988,118.82564788,119.12922331,121.0877092,128.872688,129.37310343,133.25411114,134.40981319,135.47617341,139.58895657,155.80613326,165.44816627]","[3,7,2,0,2,2,1,4,3,5,5,2,7,7,1,2,2,2,6,3,0,6,1,5,2,4,5,4,1,0,0,1,1,0,0,0,1,0,0,1,1,4,2,6,0,0,2,1,2,6,7,1,2,2,6,4,3,5,1,6,2,2,5,0,1,3,0,3,7,2,5,5,7,1]",51
