event_times,event_types,source_index
"[2.04123417,4.90228405,4.94763909,6.11771599,7.37068572,9.27408751,9.55945409,15.31889023,18.06369986,18.52011717,20.61038522,21.13744202,21.78294961,22.04705571,22.73956896,23.61026631,23.99172274,27.78092855,28.74457055,32.24592761,38.16870028,38.18742614,39.17565681,39.18858165,39.36468154,39.45527804,39.46170075,39.54244516,39.85507983,40.10157558,40.35922473,40.45227072,40.5043061,40.98134697,41.14792793,41.44456733,41.75285097,42.70426439,43.55604546,43.94677259,44.0441904,45.00528128,46.33425958,47.01569826,47.34445371,48.81655374,49.15949296,56.18724889,59.24022665,60.8076176,61.39140444,62.03598612,72.16226883,77.15972948,77.17197414,77.69429402,77.95753298,79.66234855,79.68123825,80.53244607,82.75836904,84.79120676,86.99299414,87.76675351,88.58552345,89.43977112,89.55530828,89.5791277,90.0381649,90.30550394,90.36756276,90.43220632,90.63373597,90.67006703,91.53470443,92.42216368,92.81974308,92.89413674,94.99300803,95.40961616]","[2,1,2,0,7,5,1,2,2,3,3,2,3,2,7,3,2,3,5,3,1,0,2,1,1,0,1,3,2,1,0,3,1,2,3,3,7,7,0,0,3,2,5,3,1,1,0,4,5,6,2,1,5,5,1,5,0,0,2,3,6,1,0,1,0,0,1,1,1,1,7,0,0,5,5,7,1,1,1,1]",26
"[2.99920406,5.94599978,6.10772642,6.31483731,7.14622005,14.18039484,22.08184248,24.70465521,28.59295488,29.18451024,29.22977341,31.09090159,31.53013727,32.12011345,33.71536056,36.18485134,36.63232492,37.89061252,38.25742917,38.31031363,39.57871838,39.97210618,41.45485081,42.79215939,42.96184066,47.08372852,47.39755135,47.47956876,48.00341785,51.85205018,54.00922435,54.22609973,54.43531827,57.16424262,57.98338096,58.02394386,58.19705178,60.17119103,61.39409124,62.19899678,63.69996874,64.49133178,66.63553807,67.33106133,68.89966018,68.91832246,69.43125671,69.49051557,70.18035625,70.47426917,71.88877963,72.05510134,72.09921047,72.29146064,72.9105662,72.97319532,73.03371473,74.14785731,74.25795367,74.38845154]","[0,1,0,4,7,1,4,5,2,2,3,3,3,3,3,1,0,3,4,0,1,5,4,1,0,0,1,6,2,2,1,0,1,3,0,0,1,0,1,0,4,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1]",27
"[3.72642024,5.44700868,5.44783507,6.10898267,6.53364454,6.88595892,6.94684183,7.1847167,7.28101431,8.00789698,8.12901185,9.54121501,9.85820844,9.96026341,9.9857998,10.23582158,11.04551314,11.04798508,12.3604896,12.64942722,14.06213438,14.83382037,14.98929344,15.32697699,17.39366065,17.3949773,17.43172766,17.90496235,18.29766563,21.25140337,27.56663953,28.01916235,28.28573616,28.70708311,28.84411397,33.47769796,35.35277689,36.4466527,36.90273224,38.2341647,38.26634345,38.79906035,39.30770982,39.37209738,39.40984923,39.55863437,40.76154628,40.82189782,41.22767635,41.2576148,41.38301584,41.9158743,42.6309625,42.80433834,44.59385747]","[2,2,7,2,3,7,3,3,1,7,2,0,3,1,1,0,3,2,2,1,0,4,1,1,0,1,0,1,1,1,7,3,5,2,6,2,0,0,2,1,3,1,0,0,2,1,0,1,0,1,5,7,3,2,3]",28
"[8.9548391,11.4238287,12.01121569,12.59481784,12.61533277,12.85802642,13.34559893,13.5886455,17.36038105,17.65779105,18.4117056,18.48795763,23.25950126,23.91002915,25.71822709,27.74170563,28.49327217,28.51364374,33.53839281,35.53808105,36.29690753,36.70706293,36.73534514,37.21435211,38.03407923,38.34881703,40.70072112,43.1660035,43.86879876,44.01296619,49.18204167,51.69820879,58.27002228,59.38968556,59.53049194,60.21414005,60.69857321,60.74054423,60.76063742,61.23020406,62.13420142,62.84713925,64.16002062,64.18173763,64.29965471,65.40449691,65.96596948,66.90005767,76.75755766,83.00901688,84.19301138,84.89523015,85.87449681,89.16592592,90.04230674,90.25772862,90.37895908,90.58425451,90.95470931,91.10112031,91.11924698,91.71680642,91.92173604,92.00691054,92.30374676,93.42531164,93.53044953,93.55196736,93.56257611,93.66169059,94.22335727,94.23727887,94.23757465,94.29504452]","[3,1,0,5,1,4,1,7,2,3,2,3,3,2,6,1,7,1,0,2,3,3,3,7,2,1,2,0,5,7,3,4,3,0,1,2,0,3,0,1,2,3,1,0,3,1,2,1,5,0,3,5,0,1,0,0,0,1,0,1,1,0,7,2,0,7,1,1,0,0,2,3,0,3]",29
"[0.44868309,1.69142761,2.45223839,2.9713105,3.80673184,4.71082433,10.20736094,10.62385206,11.99348883,12.45804957,14.02868139,14.82480109,16.26219201,16.59166137,16.74548892,16.94707384,17.48825828,18.82188384,20.06860933,20.10757572,21.24135549,21.28838686,25.3045839,25.50694772,26.27629306,27.36515644,33.36921596,33.9839482,35.92660771,36.03500838,36.43546201,36.81150247,37.23121401,37.98477405,38.40256042,39.61797716,39.73159531,40.54832086,40.88265303,41.89111061,42.00777704,42.3380228,42.61126113,42.86876604,43.12224874,43.43767423,44.23759122,44.59404126,45.08485821,45.49191981,47.50034433,48.36745909,48.78248431,48.78726651,49.36949082,50.00698087,50.323781,50.47743072,51.03469417,51.71351685,52.60301459,53.3301291,53.92624964,57.99761101,58.21893319,59.06560791,59.75737107,59.8661297,60.50240125,61.90966471,62.92883689,64.63801233,66.6580838,67.27634012,68.71020712,69.25077568,69.57759154,74.81952812,77.11431826,79.02834797]","[2,3,4,2,1,0,2,0,1,1,0,2,0,5,0,5,3,1,2,2,1,0,7,0,1,7,1,7,0,1,0,1,1,0,0,1,1,3,0,0,1,0,3,1,0,7,0,2,3,1,0,2,7,6,1,3,0,1,2,1,0,3,2,0,7,0,1,1,5,3,0,6,5,2,2,3,3,2,3,3]",30
"[1.28207224,3.20208468,3.23670826,3.28495386,3.70950441,3.95388567,3.98217731,4.02799078,4.16542185,4.2416783,4.28527516,4.41522744,4.95878943,5.42514319,5.44712258,5.63880703,5.80128489,5.97675638,6.44879646,6.96765118,7.44073755,8.07466589,8.08023599,8.18902279,8.64107999,8.97600451,9.13552723,10.37261471,10.64105106,10.97918221,11.38121517,11.53868263,12.03032544,12.06228773,12.1438903,12.19421268,12.41026619,12.60010841,12.87776204,13.28331591,13.48424636,14.87373159,14.882791,15.27720543,15.35016922,15.49523224,15.81475668,17.26075388,17.33204002,17.73307124,19.23474863,19.39243482,19.67613505,19.82715323,20.20965517,20.5355426,21.36686044,21.5067789,22.28054219,22.63169207,22.92860232,24.44704604]","[7,0,6,1,1,0,3,0,0,2,1,1,1,0,0,1,0,2,1,0,0,1,3,2,2,3,1,1,0,7,0,0,2,5,3,3,1,1,0,1,0,1,3,0,0,3,0,1,4,1,0,5,0,0,2,3,2,1,1,0,2,3]",31
"[6.21267434,9.72907931,10.4613392,10.80698473,11.28084361,11.5240768,11.85743154,14.85491553,16.10360721,16.23962514,17.13691012,18.0984804,18.24347169,18.35947624,19.17001404,19.17684386,19.43580236,19.88995406,20.00379221,20.02055447,20.3060673,20.43629696,20.55642431,20.5754872,20.66488667,20.68669308,20.88676907,21.31436323,21.32064705,21.60920843,21.69305872,21.85267901,21.97275128,22.20242107,22.23926763,22.25445639,22.30158725,22.37219249,22.58515734,22.69970902,22.80321697,23.08419998,23.35844427,23.4881843,23.618891,23.81865691,24.47422576,24.55833349,24.61130037,24.83102767,25.01165834,25.12037367,25.13306602,25.32837674,25.90814533,26.17457424,26.19693845,26.47309218]","[5,2,0,1,1,0,0,5,1,0,3,0,2,1,1,0,4,0,1,1,0,0,1,1,2,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1]",32
"[0.07458713,1.13778786,4.37134984,8.04133123,8.30314718,10.42322895,11.15465174,14.04105713,15.8115739,19.49903169,23.62870879,25.68792138,25.9252936,26.50019796,27.3344813,27.47794349,27.48510782,29.35077938,31.8271345,31.99165083,33.90708812,34.29290427,34.79599296,34.79973565,38.57105468,39.89875422,40.13067824,41.10603008,41.35501856,43.37390769,43.516886,46.43105936,46.47835145,46.67429451,46.72132113,46.85071632,47.94371079,51.4164272,51.43180622,52.11876569,53.46521943,53.56267555,53.76628415,54.06290506,54.77449837,55.28675859,56.05643692,56.8188789,57.27408962,57.34162511,57.34824474,57.42427777,58.21573167,58.26578094,58.27255714,58.42670853,58.57978077,59.4974486,59.51504846,60.36941892,60.52393205,60.69340597,60.83069906,61.41073636,61.93120079,62.44140758,62.50995413,62.76467393,62.81952078,62.99071791,63.07788947]","[6,5,5,5,5,0,0,1,7,4,0,0,1,1,0,1,0,1,1,0,2,0,5,1,3,3,1,5,0,5,5,0,5,1,0,1,0,0,1,1,1,5,6,2,3,5,1,1,0,0,1,3,5,1,0,0,0,1,0,7,1,0,0,1,1,0,0,0,1,2,3]",33
"[2.59808078,2.70560354,2.73759883,11.16593818,11.22986457,14.19385723,14.2678679,16.57103807,17.02695603,17.89852052,22.19998034,23.79835269,27.41673007,32.61190518,33.51052107,36.88946982,39.3825072,39.67083633,39.89445103,40.49460068,40.51125908,40.82120171,41.27675092,41.46939492,42.12893296,42.55268253,42.80058151,43.21840544,43.6056619,43.79976178,43.90290142,43.99546298,44.26504644,44.35536473,45.52534564,45.82096509,46.46567012,46.63710257,46.660432,47.52534823,48.34152769,48.38310299,48.85306834,48.99412788,50.06599837,52.92036276,54.69100786,56.11649625,56.88639993,57.3821674,59.40280342,59.78459889,61.20681157,63.31806124,67.56307906,68.72824404,71.26774982,72.73626431,72.8798671,74.78870395,75.00517585,75.55830781,79.32591408,80.32856398]","[2,7,3,1,6,2,7,3,5,0,1,4,2,0,1,1,0,1,0,0,1,1,1,0,4,0,1,1,0,1,1,1,6,0,0,1,1,0,1,0,1,0,1,0,0,5,5,2,5,1,2,5,4,5,0,1,2,1,0,4,1,0,4,5]",34
"[0.43627831,1.28391541,2.42412609,3.25451118,3.46921003,5.07961361,5.3220159,5.52284581,17.9638177,18.60889049,19.08221134,19.53903812,21.59616669,25.77505435,27.46965893,28.72541764,30.18621064,32.81627251,34.7608514,35.02258072,37.61887825,41.85015263,43.05968578,46.42543022,48.32738505,48.74296942,49.10901191,56.71674806,59.57739567,59.78227202,61.46404532,64.35903416,64.83469542,74.58097455,75.28293742,80.61262648,85.63437673,87.41956041,87.92769603,89.4576117,90.25577544,90.40988022,94.49954932,96.56981673,96.92111521,98.41384249,98.59553886,98.88871465,100.45928006,103.44354883,106.54268973,110.25951815,112.12152135,112.19326182,112.93472162,114.25881532,115.6880253]","[2,4,3,5,2,2,4,3,0,0,1,5,0,5,6,7,5,1,2,3,5,3,7,5,1,0,1,7,5,6,5,7,6,2,3,1,7,3,7,2,5,4,1,3,7,2,4,3,1,3,7,0,5,4,4,0,0]",35
"[3.1176882,4.2100904,4.97749746,5.01231959,6.2021836,6.23942826,7.5997487,9.09726427,11.92472223,15.11850181,43.78543944,44.19456646,52.48312819,52.66954048,53.27915648,53.65110597,55.4361549,55.55908902,56.48523096,57.57977692,57.92668341,59.89988679,61.86936524,63.31461625,66.51080246,69.69849481,76.35497265,76.38733508,76.54890285,79.70464017,79.85973758,84.89570722,85.70847446,86.74889423,91.47518096,92.51006036,95.91650936,97.35024195,98.57889559,99.82100661,100.89832075,100.9746321,101.93221684,103.53776543,106.84589684,107.33938561,107.7922731,109.79215214,120.76471259,122.03588521,122.20066908,122.22318534,124.33502024,124.77832101,125.2699977,126.19988693,127.73477131,131.44597093,132.1660316,133.80892866,134.6873343,135.35464252,136.25126664,137.33526549,137.6929876,137.73685849,138.13442982]","[7,1,0,1,1,0,2,4,3,5,5,4,5,5,4,0,2,1,3,3,2,5,0,1,1,0,0,7,1,0,5,7,5,7,7,2,1,6,5,5,1,0,4,7,1,3,4,5,1,0,1,0,0,1,0,1,0,2,7,2,7,0,3,1,5,1,2]",36
"[2.02695552,2.1407069,4.00149371,7.5628551,8.47113344,10.06622419,11.02529436,13.04239069,13.21712227,13.32415512,13.46218515,14.06279729,14.58610272,16.80313502,17.17409475,17.38021635,17.90633825,18.25026436,18.2976505,19.33027679,19.64480718,20.90636084,22.69545682,23.6252908,25.10673353,25.95868801,26.88944486,28.32490749,29.08188356,29.38672593,29.66549844,30.52086808,35.02358563,35.98004277,39.78982383,39.90027243,40.23100907,40.26000047,40.79921504,42.03828931,42.9700814,43.00386558,43.19991365,43.47004846,43.95509459,44.0998824,44.75465894,45.84022628,45.85819925,46.01700657,46.8284173,46.90929333,46.97201333,47.50478164,47.75810312,48.08844606,48.52842258,48.53559026,49.30528205,49.46112736,49.48339763,49.83398967,50.0639008,50.14158305,50.15250262]","[5,7,4,1,0,1,0,1,1,0,1,4,1,0,4,1,0,0,1,5,1,0,1,0,1,2,0,1,0,1,0,0,4,1,1,6,0,1,1,0,1,0,1,0,5,1,0,6,0,6,0,1,0,1,1,1,5,0,0,0,1,1,1,0,1]",37
"[2.94914163,6.48047431,6.53519527,6.80130536,7.16773631,7.22796224,8.36220849,10.57012701,14.01728571,15.61534559,15.93036575,16.08244137,17.89385977,18.72991292,19.36211909,21.10607646,25.55051382,26.10503983,26.78849819,29.2051383,31.57040009,33.19729512,33.62237284,38.73880452,39.79016955,40.1453968,40.46284789,42.62986238,47.55265606,48.34005995,50.77661419,50.96483513,51.24333549,51.45960109,53.75196663,53.82010735,54.63237525,56.76567592,57.58697053,58.2152842,59.38173767,59.56207632,61.23447488,61.46160975,61.7025007,61.85573316,62.10798362,75.62435604,80.12439089,81.20731737,84.83686696,87.58883715,91.12550972,91.38559654,94.45069848,103.93647943,107.40451872,109.58556495,112.8622766,115.43026071]","[4,5,3,2,2,6,5,6,1,1,0,5,0,1,1,3,0,4,1,5,1,2,5,0,3,1,0,1,1,1,0,1,0,1,1,1,1,7,0,0,0,1,0,3,1,1,2,0,5,5,5,2,3,6,5,2,3,4,4,2]",38
"[7.69953399,11.82764224,14.17169346,16.92773975,17.04683819,21.34543898,22.4421765,23.49562321,23.7965003,27.21807445,27.39397221,27.52626485,27.80038382,28.0568698,28.28620035,29.57551129,33.73718048,34.55092507,35.05438487,36.92543081,38.14888849,38.78623738,38.86360208,39.00058905,41.84154565,41.85489498,41.99074182,42.0602929,42.3987408,42.4640923,42.68244838,42.71198715,43.03223534,43.06289358,43.15171482,43.17210868,43.18979323,43.26530209,43.30059201,43.35101703,43.49520355,43.50281704,43.66836676,43.76585753,43.80042349,44.08049948,44.36176688,44.37770671,44.4800815,44.79331982,45.06148911,45.20074647,45.25931021,45.3617119,45.36198905]","[3,2,5,7,1,6,0,6,6,3,2,6,1,2,0,1,0,1,0,1,2,0,3,1,1,0,2,0,1,0,1,1,1,0,1,0,1,0,2,1,0,0,1,1,0,1,1,0,1,1,0,2,0,1,1]",39
"[3.33086392,4.84895395,7.04696078,7.3534322,7.39270429,8.38392121,8.43415721,10.63637128,10.72816608,12.01033502,12.66308855,12.83103666,13.2183026,13.24452346,13.26113666,16.68565824,20.56813,21.21923112,23.50773758,23.51844285,24.08194752,26.66678713,26.99948166,28.26668617,29.23098278,29.34390235,36.30459469,44.33521733,45.26792497,47.74743657,48.54264119,48.68748115,48.7692525,48.82963782,49.57757199,49.67654903,50.56533816,51.84377931,52.98910332,54.09587744,54.13083804,54.29882997,54.45329287,56.47857943,70.2521259,70.27212866,70.38251998,72.21231948,72.88668327,74.44904432,75.61096253,75.62708829,79.2115593,79.45178214,79.59603078,79.65769747,80.14210013,80.18920092,80.73186902,81.699983]","[0,0,2,4,0,3,1,0,2,3,3,2,3,4,6,2,5,0,1,0,7,0,5,5,0,1,7,2,3,2,3,2,3,0,2,2,2,3,3,3,2,4,1,2,1,2,0,0,3,1,0,1,4,1,0,1,0,5,1,0]",40
"[1.68235439,4.54667995,5.15092704,5.34836786,13.02488978,16.69149515,16.79672858,17.46884261,20.19034282,22.59603998,22.95022372,24.68835326,26.87345751,29.50835369,30.22916194,30.6443373,30.87064534,32.01036255,33.57468918,34.00171488,39.16343308,40.27952401,40.35592487,42.46230099,42.72068303,43.97565822,44.25868276,45.9316482,48.2584511,50.7495498,53.17321953,53.34817891,55.56362925,56.29236733,57.23843091,59.23744808,63.43752192,63.46648249,63.47849352,64.90600809,66.50929616,68.70149742,69.5241233,70.85464313,70.95883363,71.33953511,71.46013447,71.89456527,72.97681677,77.66460189,77.74702968,81.78124608,81.94149376,81.99323561,82.04952364,82.82566809,85.85565162,88.58841993,89.12800666,92.09451402,92.26027296,94.39108701,94.63799163,94.66384282,95.09887397,95.24485534,98.96149291,101.02008384,101.91971083,101.92590234,104.10946568,104.20242586]","[1,0,5,1,7,2,2,3,2,3,4,2,3,5,2,3,3,2,6,1,4,2,2,5,6,1,3,4,4,7,4,6,6,1,0,0,1,4,0,0,4,1,0,0,7,2,1,0,3,0,1,2,0,1,3,5,5,7,5,5,2,7,1,4,0,0,7,1,7,0,0,0]",41
"[4.81146774,5.16736769,8.26011449,8.79936977,11.90904897,13.85360526,16.57611587,17.68434797,20.42060136,21.68130576,29.20481054,32.1122276,34.44723692,37.00877263,37.96300292,46.30780491,46.34756355,47.48661895,48.8670991,50.62846044,51.37668003,54.19897867,54.20583741,54.86157543,55.77862198,58.62873342,59.10329494,59.84302009,60.09718383,60.19212407,60.42949958,62.38734646,62.43216228,63.10212169,63.78633691,64.28920851,64.3396286,74.9990687,78.91871132,80.5581789,80.62841719,80.64178023,81.81542374,82.58174796,83.12883735,84.43727503,84.99209072,85.43955426,86.07096237,87.89325875,88.20121996,88.48812314,88.73441013]","[7,1,1,3,7,3,6,3,1,4,5,7,5,5,4,0,7,5,2,0,1,0,4,3,5,5,0,1,0,1,1,1,5,0,3,6,1,4,1,0,1,0,7,1,1,0,1,1,5,0,5,0,1]",42
"[1.87240351,1.88589144,4.0982861,5.56074711,7.99310698,9.45282707,12.36707871,16.99747705,17.43623422,17.57288492,17.74898432,18.07733605,18.79734685,18.92785213,18.9637084,19.1036518,19.13749341,19.54948385,19.61363511,20.56932098,24.31591221,24.37575,25.56294367,26.38178868,27.33675833,27.59719359,28.35538574,28.36699254,28.46572256,29.34436644,29.54174112,29.70929537,30.1608262,33.06514581,36.13725635,38.78873049,39.80118743,41.213955,41.56374146,43.22570775,43.24581851,43.54486623,43.77483278,44.27084464,44.39575279,45.15282317,45.21008646,49.47166342,49.78675631,56.57311987,61.61255708,68.12202431,68.42236845,68.467306,69.34741738,70.08054515,70.1921711,72.9242176,72.99626229,73.49979733,75.77474148,76.79258216,76.84935346,76.90629269,78.94198752,80.19693084,80.53512585,80.76624177,80.85779914,80.97411453,81.68862593,82.0477428,82.39059117,82.8755646]","[0,4,7,1,2,3,4,3,3,2,2,5,3,3,3,3,3,2,2,7,1,0,1,1,3,2,2,3,2,3,3,2,0,1,1,1,0,1,0,1,0,0,3,1,2,3,3,7,3,4,5,1,0,0,2,1,0,4,1,1,0,0,0,1,1,0,4,1,0,1,1,2,1,1]",43
"[1.74032478,3.10569808,5.81771479,10.28858549,19.35810531,20.35936162,22.13046216,32.01504095,36.10915202,44.47673303,44.57278001,44.64819972,46.5020232,47.13670847,50.6664794,51.16924798,51.756386,53.57855207,53.65279878,53.70859055,54.29286437,54.61997075,54.78242159,54.90045715,55.4697678,55.78648836,56.66369236,56.88784985,56.9581962,59.94587672,60.73390192,61.12888188,61.4476281,62.11564133,62.60332914,63.19480505,64.42476278,65.52054997,65.60402392,65.64259772,66.16687351,66.25303903,66.31026055,66.44805271,66.59274824,66.74776482,67.2181655,68.26299083,68.27460245,69.49113321,70.60886869,71.01302002,72.59441538,72.6212843,72.67722534,73.30015009,75.19544868,75.2167199,75.31356588,75.43983401,76.84849151,77.85076743,77.97343184,79.02234688,80.11563523,80.33404662,80.60749234,85.05227661,85.2113721]","[0,5,6,7,5,6,5,5,3,2,0,1,3,2,7,1,0,1,0,1,1,0,0,1,6,0,5,7,1,7,1,0,1,0,7,1,7,0,0,1,1,0,1,0,0,0,1,1,1,1,0,2,1,0,1,5,0,1,1,1,0,1,1,0,1,0,0,4,1]",44
"[0.51379528,5.23609986,5.33675929,6.42505097,6.80604749,7.59971513,8.1816361,9.30356569,9.78886862,9.94154845,10.28837649,11.81156727,12.02603768,12.06345742,12.07389225,12.72318401,14.66644298,15.81316132,16.43827884,17.4734341,17.71981899,17.98939255,24.46599239,24.88436839,26.24732078,26.28166031,26.8525479,27.07697086,27.5979539,28.31063771,28.73004636,28.76007634,30.01818454,30.39383831,30.49954759,30.80849824,30.86621917,31.07913282,31.57067518,31.63697922,31.82176224,32.346247,32.48687306,33.13337975,33.82592053,34.19920438,34.94673894,35.19463286,35.22314672,35.27913536,37.34555536,38.47722288,40.75005831,42.6570819,44.24463163,45.24148314,46.00174016,46.48387269,47.16559052,47.72016427,48.14994483,48.51033797,49.39853463,54.30200356,54.54014877,55.52678743,59.97045836,60.61452357,61.99082125,64.40086212,68.73766566,72.05217204,73.07014096,77.28337248]","[5,1,0,0,3,1,2,1,4,1,2,6,2,2,3,3,2,6,6,3,2,5,4,7,1,0,0,1,6,0,1,0,0,1,1,0,0,0,1,0,1,1,5,0,1,0,2,3,1,0,4,1,1,0,0,7,1,1,0,1,0,1,0,2,6,3,2,2,4,0,4,5,3,5]",45
"[0.83968274,1.45070998,9.27452067,9.53099076,9.7348323,10.74760589,14.27789508,15.98842408,20.04872865,22.38168053,22.61180311,23.17430438,24.43903798,29.32091528,29.42432739,29.44635124,30.61194757,32.24399599,33.74065335,53.78972254,54.21210708,58.17253269,60.40292208,60.52670341,60.52715854,60.73591248,61.41253124,61.4547765,61.52753229,61.54288274,61.5771433,61.74815922,61.81210341,61.87695376,62.87849399,62.92797706,64.52246592,65.70219163,66.6781805,68.05579123,69.37020381,77.21076179,77.61559646,78.68928806,82.75172853,82.77054083,84.14842355,85.30224095,85.56163579,85.84563255,87.76711257,91.22244157,92.32721479,92.53432623,94.98026313,97.07604442,97.69408673,98.19979657,100.35589278,101.19360661,106.47497806,110.67315066,110.67622804,110.70087026,110.86425844]","[1,0,2,3,4,3,1,4,2,5,1,4,0,0,1,0,2,1,1,2,3,2,5,5,5,0,0,1,1,1,0,1,1,1,0,0,5,2,3,7,5,2,5,3,2,6,7,1,3,7,5,1,5,0,1,4,3,1,1,6,2,0,6,1,0]",46
"[12.85685028,16.18975148,18.05009668,18.16278925,18.24714535,19.02107398,24.80242651,27.6119711,28.1163551,29.65771816,30.38100046,33.13839517,34.44668623,37.83283024,38.88951159,39.44952427,47.51633908,50.15365807,51.79816936,61.22715087,61.43892243,64.74910513,72.02056886,76.25899751,84.12575248,86.36292531,87.07292453,88.3000733,88.44908799,90.0569383,90.47832601,91.01771931,91.22222102,91.45964475,91.63865253,91.65672434,91.77134574,91.91700762,92.89149905,95.56844351,95.90184281,96.13374475,96.19734862,96.64442573,96.83833014,96.90752099,96.96440564,97.34156989,97.65983391,97.77252528,98.19617445,98.21484924,98.25388894,98.32486592,98.45502436,98.49010196,98.54620448,98.61832438,98.80711806]","[1,5,2,5,2,3,2,3,4,2,5,2,3,2,3,3,6,0,2,5,1,7,7,1,0,0,1,0,7,5,1,3,0,1,0,0,1,3,0,1,1,0,1,2,0,5,1,3,3,5,1,3,3,0,0,3,2,1,1]",47
"[0.0143972,2.12193829,7.41719487,9.08466627,11.3840003,11.4589549,11.48160026,11.74604185,12.48660937,12.76835136,12.79386336,15.79817533,15.84592781,18.74356164,20.26398953,21.35699709,23.21175071,23.54625589,24.04228765,25.8950055,25.98887282,27.54578279,28.20980623,28.91085733,30.80183671,32.40155,35.37642007,39.64244279,41.3157995,42.65224173,42.87964715,45.72527961,47.48858469,50.31724767,50.90740916,51.35444468,51.63436115,51.7932229,54.6508795,55.65679175,55.97357262,56.1393219,56.41145088,57.19110867,59.40095718,65.0949576,70.44095802,71.67523629,74.62071934,77.13366116,83.3857939,83.80225553,84.25713522,85.34585124]","[3,3,5,3,1,2,0,1,1,0,1,5,3,1,2,3,0,5,0,5,1,4,6,5,3,5,5,6,2,0,6,1,0,6,2,6,1,3,2,3,3,4,3,0,1,2,3,3,1,5,4,5,2,2]",48
"[6.15080764,6.19619857,14.57796867,15.06960125,15.69839855,18.02596382,20.35250872,22.87151103,24.08657347,26.19509904,27.91763365,28.53824601,29.33162759,29.86002742,29.89985911,30.63220587,31.1927634,31.22104529,31.42263198,31.69003342,31.84279457,32.26426493,34.54612969,35.7013187,36.83705636,44.12958854,46.06846571,46.61051827,46.76830487,48.61707846,49.29503664,49.49006365,52.89405507,53.18044142,53.43434253,54.94469948,55.1074068,56.72499498,57.56912338,57.67592048,63.27699962,65.04036168,67.71484895,68.22919308,69.25094571,70.42593817,72.04093462,72.04718828,73.90823082,73.95436351,75.65472915,75.75964239,86.69669291,95.90968482,99.55803104,100.6765179,100.93361665,103.26541327,103.99891395,104.82706446,109.48130634,110.37505692,112.71480492,113.68822383,116.77918619,116.78453622,116.852846,116.98534766,117.53869657,117.63568965,117.6755018,117.72731348,118.31979865,118.40746874,118.54765279]","[2,5,2,3,2,5,5,6,1,0,7,1,3,0,1,0,1,1,1,1,0,1,6,0,7,6,1,0,1,1,0,1,1,5,7,0,1,7,3,5,4,5,1,0,4,1,0,7,5,2,7,3,0,5,1,0,6,1,0,2,0,1,7,3,2,0,1,5,1,1,3,0,2,1,0]",49
"[0.98539868,7.04005989,27.41122284,32.33413494,35.7397665,36.4674007,37.03695773,37.91157144,39.22921279,40.69643268,45.87773897,47.29393797,48.20087187,49.10816928,50.3389662,51.16762127,58.08660234,59.77349135,60.69739032,61.97424368,62.06406625,62.39111043,63.00350714,64.03975277,66.23120437,66.69077714,68.42649935,71.49411031,72.20467561,73.61158343,73.67324308,75.98823,76.99800764,81.70021065,81.97464481,81.99497672,85.61443169,86.11651689,86.37918319,86.52565217,87.29366076,87.48516928,87.7922743,88.1365367,91.82248479,92.18864269,94.01945539,94.40432967,96.99982485,97.014532,98.3703143,101.23414299,101.82004035,102.29630856,104.88641,105.4744067,111.97836448,112.40917865,112.78193691,114.36597915,115.36336734,117.17963384,129.01815515,132.07614018,132.41581988,134.50031395,134.55918728,136.12347338,136.27822926,136.31779223,136.34248281]","[6,6,5,2,7,2,0,1,4,0,3,5,3,4,3,2,3,1,0,2,2,3,3,2,7,7,6,3,3,2,7,3,2,7,3,0,1,2,0,1,2,3,5,5,2,3,5,5,4,7,5,5,3,5,6,0,0,3,1,6,5,7,5,1,4,0,7,1,1,0,5]",50
"[4.63233023,5.18639106,7.58104203,9.20958503,11.97182923,12.78049781,12.92045215,13.60192073,16.21791324,16.30124953,17.12293563,22.63319369,23.13608575,23.17790629,23.34593777,23.35430264,23.65346622,23.75563794,24.30125868,24.34979567,24.92928683,25.07461579,26.25159002,26.32503517,26.37808001,27.05840999,27.34388665,27.49678805,28.48093782,39.84014259,44.20770022,45.68336249,46.05880742,46.14872907,47.90683101,48.04492728,48.10359546,49.2726425,50.05953105,51.4813591,52.97055213,53.00421371,53.34558429,53.37860459,54.46367971,55.0018007,55.96201082,56.44226946,56.47036047,61.01137197,61.66576475,62.70964616,62.71243531,62.93921192,64.13810131,64.14654916,64.32546065,65.46867835,65.56245499,65.69308728,65.97993402,66.04458012,66.10151805,66.3784561,66.39620216,66.51165329,67.25660811,67.76556538,68.13667129,68.46492087,69.26653305,70.20127451,70.30630969,71.40373304,73.12128404,73.23608034,73.28919294]","[0,0,1,0,6,6,6,7,1,5,7,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,7,6,1,5,0,2,3,1,3,7,0,2,3,2,3,7,1,0,4,0,2,1,0,1,0,2,1,0,0,1,3,0,2,0,0,0,1,0,5,1,0,1,1,1,3,2,3,4]",51
